id,GenTauID,RecoTauID
164920,-11,-11
164921,1,-2
164930,-11,-11
164931,1,1
164940,-11,-11
164941,1,2
164950,1,1
164951,1,1
164960,1,1
164961,11,11
164970,-13,-13
164971,1,1
164980,0,-20
164981,1,2
164990,1,1
164991,1,-2
165000,1,1
165001,-11,-11
165010,-11,-11
165011,1,1
165020,0,-2
165021,0,0
165030,1,1
165031,1,1
165040,1,1
165041,1,1
165050,1,1
165051,10,-13
165060,0,0
165061,3,3
165070,0,0
165071,-11,-11
165080,0,0
165081,-13,-13
165090,-13,-13
165091,10,-2
165100,1,1
165101,1,1
165110,-13,-13
165111,10,10
165120,1,2
165121,1,1
165130,1,1
165131,2,-2
165140,-11,-11
165141,1,1
165150,-11,-2
165151,0,0
165160,0,0
165161,0,-2
165170,-13,-13
165171,-11,-2
165180,2,11
165181,1,1
165190,1,1
165191,1,-2
165200,0,0
165201,1,2
165210,2,1
165211,1,0
165220,0,0
165221,10,-20
165230,-13,-13
165231,-11,-11
165240,1,1
165241,2,2
165250,-13,-13
165251,-11,-11
165260,0,0
165261,1,1
165270,0,0
165271,3,3
165280,-11,-11
165281,-11,-11
165290,1,-2
165291,-11,-11
165300,1,1
165301,1,1
165310,1,-13
165311,10,10
165320,1,-11
165321,10,10
165330,1,1
165331,1,1
165340,1,1
165341,1,1
165350,10,10
165351,10,10
165360,-13,-13
165361,0,0
165370,11,11
165371,1,2
165380,1,1
165381,2,2
165390,1,1
165391,-11,-11
165400,1,1
165401,0,0
165410,-13,-13
165411,2,2
165420,1,2
165421,1,1
165430,2,2
165431,0,0
165440,1,1
165441,10,10
165450,2,2
165451,1,1
165460,-13,-13
165461,-13,-13
165470,-13,-13
165471,12,-2
165480,0,-20
165481,1,1
165490,-11,-11
165491,2,2
165500,-11,-11
165501,-11,-2
165510,-11,-11
165511,0,0
165520,10,-11
165521,0,0
165530,1,-2
165531,2,-11
165540,-11,-2
165541,1,1
165550,1,1
165551,-11,-2
165560,-13,-2
165561,1,0
165570,-11,-11
165571,3,4
165580,-11,-11
165581,10,10
165590,1,2
165591,10,-2
165600,-13,-13
165601,1,1
165610,-13,-13
165611,2,3
165620,-11,-11
165621,2,2
165630,1,3
165631,1,1
165640,1,2
165641,10,10
165650,-13,-13
165651,1,1
165660,1,1
165661,1,1
165670,-11,-11
165671,0,0
165680,0,-20
165681,-13,-13
165690,-11,-11
165691,0,1
165700,2,2
165701,2,3
165710,0,0
165711,0,0
165720,1,1
165721,-11,-11
165730,0,-2
165731,-11,-11
165740,1,1
165741,0,0
165750,11,-11
165751,1,1
165760,2,2
165761,-11,-11
165770,10,-2
165771,10,-2
165780,2,-20
165781,-11,-2
165790,0,-2
165791,1,-2
165800,0,-20
165801,2,3
165810,0,0
165811,-11,-11
165820,1,1
165821,-11,-11
165830,0,-13
165831,2,2
165840,0,-2
165841,1,1
165850,3,1
165851,-11,-11
165860,1,1
165861,10,10
165870,1,1
165871,1,-2
165880,1,1
165881,1,1
165890,-13,-2
165891,1,1
165900,2,3
165901,1,1
165910,11,11
165911,-11,-11
165920,1,-2
165921,1,-2
165930,10,10
165931,-13,-13
165940,1,1
165941,11,-2
165950,-13,-13
165951,-11,-2
165960,-13,-13
165961,-11,-11
165970,0,0
165971,-13,0
165980,1,2
165981,2,1
165990,10,-2
165991,11,11
166000,0,0
166001,-13,-13
166010,-13,-13
166011,10,0
166020,-11,-2
166021,1,-2
166030,2,2
166031,0,0
166040,-11,-11
166041,1,1
166050,-13,-13
166051,0,-20
166060,4,3
166061,10,11
166070,1,1
166071,-1,-20
166080,3,3
166081,1,1
166090,-11,-11
166091,1,1
166100,0,0
166101,-13,-13
166110,-13,-13
166111,1,1
166120,-13,-13
166121,1,1
166130,-11,-11
166131,0,0
166140,1,1
166141,-11,-2
166150,0,0
166151,0,0
166160,2,2
166161,-13,-13
166170,-13,-13
166171,1,-2
166180,-13,-2
166181,0,0
166190,0,0
166191,-13,-13
166200,-11,-11
166201,-11,-11
166210,1,1
166211,1,1
166220,0,-2
166221,1,1
166230,0,-2
166231,10,10
166240,1,1
166241,10,-20
166250,0,0
166251,1,1
166260,-11,-11
166261,-11,-11
166270,1,1
166271,1,-11
166280,-11,-11
166281,0,0
166290,-11,-2
166291,0,0
166300,-11,-11
166301,1,-20
166310,10,-2
166311,1,1
166320,10,10
166321,1,12
166330,-13,-13
166331,0,-2
166340,-11,-11
166341,0,-2
166350,-11,-11
166351,1,1
166360,-11,-11
166361,-13,-13
166370,1,2
166371,3,-2
166380,1,1
166381,0,0
166390,10,10
166391,10,-2
166400,-11,-11
166401,1,1
166410,-11,-11
166411,11,-2
166420,-13,-13
166421,10,-2
166430,-11,-11
166431,1,1
166440,1,-20
166441,-11,-2
166450,-11,-11
166451,2,2
166460,-13,-13
166461,1,-11
166470,1,-2
166471,11,-2
166480,0,-2
166481,11,11
166490,10,-2
166491,-11,-11
166500,10,-2
166501,-13,-2
166510,-11,-11
166511,2,2
166520,1,1
166521,1,1
166530,-11,-11
166531,0,0
166540,1,-11
166541,-13,-13
166550,10,10
166551,1,1
166560,-11,-11
166561,11,0
166570,1,1
166571,0,0
166580,2,2
166581,0,-20
166590,-13,-13
166591,-13,-2
166600,-13,-13
166601,0,-2
166610,1,2
166611,-13,-13
166620,-11,-2
166621,2,2
166630,2,-11
166631,1,-20
166640,-13,-2
166641,2,-2
166650,-11,-2
166651,-13,-13
166660,1,1
166661,0,0
166670,2,2
166671,0,0
166680,1,-2
166681,10,10
166690,0,-20
166691,1,1
166700,0,0
166701,1,-20
166710,11,11
166711,2,2
166720,-13,-13
166721,-13,-13
166730,1,1
166731,1,-2
166740,1,1
166741,0,0
166750,1,-2
166751,-11,-11
166760,-11,-11
166761,1,1
166770,-13,-13
166771,1,-2
166780,1,1
166781,1,1
166790,-11,-11
166791,11,11
166800,2,-11
166801,-11,-11
166810,-11,0
166811,2,1
166820,1,-20
166821,1,1
166830,11,11
166831,2,3
166840,-11,-11
166841,0,0
166850,-11,-11
166851,1,1
166860,-13,-13
166861,1,1
166870,10,11
166871,1,1
166880,0,0
166881,0,0
166890,2,2
166891,-11,-11
166900,1,2
166901,-11,-11
166910,-11,-11
166911,2,-2
166920,-13,-13
166921,-1,-20
166930,0,0
166931,-13,-13
166940,0,0
166941,10,10
166950,1,1
166951,1,1
166960,-13,-13
166961,10,-11
166970,0,0
166971,-11,-11
166980,10,10
166981,10,-2
166990,-11,-11
166991,-11,-11
167000,-11,-11
167001,10,10
167010,1,2
167011,0,0
167020,1,1
167021,-13,-13
167030,11,-20
167031,3,3
167040,-13,-13
167041,1,1
167050,1,1
167051,-11,-11
167060,1,3
167061,-13,-13
167070,10,10
167071,-13,-13
167080,1,-20
167081,1,2
167090,2,2
167091,3,4
167100,12,12
167101,-11,-11
167110,-11,-11
167111,0,0
167120,1,1
167121,2,2
167130,2,2
167131,1,1
167140,-13,-13
167141,2,2
167150,10,10
167151,-13,-13
167160,0,0
167161,-11,-11
167170,2,2
167171,10,11
167180,-13,-13
167181,-11,-2
167190,10,-2
167191,-13,-13
167200,-11,-11
167201,10,10
167210,1,2
167211,-13,-13
167220,2,1
167221,1,1
167230,3,3
167231,-13,-2
167240,10,-13
167241,10,10
167250,1,1
167251,0,0
167260,1,1
167261,-11,-11
167270,4,2
167271,2,2
167280,-13,-13
167281,0,0
167290,-11,-11
167291,-11,-11
167300,10,-2
167301,2,2
167310,-11,-11
167311,-11,-2
167320,-11,-11
167321,0,1
167330,1,1
167331,-13,-13
167340,1,1
167341,-13,-13
167350,1,0
167351,0,0
167360,1,1
167361,2,-11
167370,-11,-11
167371,-13,-13
167380,-13,-13
167381,10,10
167390,1,0
167391,2,0
167400,-11,-11
167401,-13,-13
167410,10,-2
167411,2,2
167420,10,12
167421,10,-2
167430,1,1
167431,-13,-13
167440,1,1
167441,1,1
167450,1,1
167451,2,2
167460,-13,-13
167461,10,-2
167470,1,2
167471,-13,-13
167480,-13,-13
167481,1,1
167490,-11,-11
167491,10,-2
167500,11,11
167501,1,2
167510,0,0
167511,-11,-2
167520,-11,-11
167521,1,1
167530,0,0
167531,1,1
167540,1,-20
167541,1,1
167550,0,0
167551,1,1
167560,-11,-11
167561,1,1
167570,11,-2
167571,0,-20
167580,-13,-13
167581,-13,-13
167590,-13,-13
167591,0,0
167600,10,-20
167601,-13,-13
167610,1,1
167611,0,0
167620,-11,-11
167621,11,-20
167630,2,2
167631,-13,-13
167640,0,0
167641,-13,-13
167650,11,2
167651,10,-2
167660,-11,-11
167661,2,2
167670,-1,-2
167671,-13,-13
167680,2,-11
167681,0,0
167690,1,1
167691,0,0
167700,0,0
167701,-11,-11
167710,10,-20
167711,-11,-11
167720,-11,-11
167721,0,0
167730,-13,-2
167731,1,-2
167740,0,0
167741,-11,-11
167750,-11,-11
167751,10,10
167760,1,-2
167761,1,1
167770,-11,-11
167771,2,2
167780,2,2
167781,2,2
167790,-13,-13
167791,-11,1
167800,-11,-11
167801,0,-20
167810,1,1
167811,1,2
167820,11,11
167821,1,1
167830,-13,-13
167831,1,1
167840,10,-20
167841,0,0
167850,-13,-13
167851,2,2
167860,10,10
167861,0,-20
167870,-13,-13
167871,1,1
167880,3,3
167881,0,0
167890,-11,-11
167891,-11,-11
167900,0,-20
167901,11,-2
167910,2,2
167911,1,0
167920,-13,-2
167921,1,1
167930,-13,-13
167931,-13,-13
167940,2,-13
167941,0,0
167950,0,0
167951,-13,-13
167960,-11,-11
167961,1,-11
167970,-11,-11
167971,0,0
167980,2,2
167981,1,1
167990,-13,-13
167991,-11,-11
168000,-13,-13
168001,-11,-11
168010,1,2
168011,-13,-13
168020,-13,-13
168021,-13,-13
168030,10,10
168031,2,2
168040,10,-2
168041,1,1
168050,0,-20
168051,1,1
168060,11,11
168061,0,0
168070,0,0
168071,-11,-11
168080,2,2
168081,1,1
168090,1,1
168091,1,-13
168100,0,0
168101,2,2
168110,1,1
168111,2,2
168120,10,10
168121,1,1
168130,10,-20
168131,10,-2
168140,1,2
168141,1,-2
168150,-13,-13
168151,-11,-11
168160,1,1
168161,-11,-11
168170,0,0
168171,1,1
168180,-13,-13
168181,10,10
168190,0,0
168191,1,1
168200,0,-20
168201,1,-11
168210,-13,-2
168211,1,2
168220,-13,-13
168221,0,-2
168230,1,1
168231,10,10
168240,1,1
168241,2,2
168250,11,11
168251,1,1
168260,1,1
168261,-11,-11
168270,0,-20
168271,-11,-2
168280,1,-20
168281,1,1
168290,10,10
168291,-11,-11
168300,1,1
168301,1,-13
168310,1,1
168311,11,-11
168320,-11,-11
168321,-11,1
168330,11,-13
168331,1,1
168340,1,1
168341,10,10
168350,1,-2
168351,1,1
168360,0,0
168361,0,1
168370,4,4
168371,2,3
168380,0,0
168381,1,1
168390,2,2
168391,-13,-13
168400,-11,-11
168401,11,11
168410,0,1
168411,-11,-11
168420,0,0
168421,0,0
168430,0,0
168431,1,1
168440,-13,-2
168441,11,10
168450,10,-11
168451,-11,-11
168460,12,12
168461,11,-2
168470,1,1
168471,1,1
168480,-11,-11
168481,1,-11
168490,1,1
168491,2,2
168500,0,0
168501,11,-20
168510,-13,-13
168511,-13,0
168520,10,10
168521,-11,-11
168530,11,-20
168531,-11,-11
168540,1,1
168541,-13,-13
168550,-13,-13
168551,1,1
168560,-11,-11
168561,1,1
168570,10,10
168571,1,2
168580,2,2
168581,1,-2
168590,0,0
168591,0,0
168600,2,1
168601,-13,-13
168610,1,1
168611,-11,-11
168620,-11,-11
168621,1,-13
168630,-11,-11
168631,-11,-11
168640,2,-2
168641,-11,-2
168650,1,-2
168651,3,-2
168660,1,1
168661,-11,-11
168670,-13,-2
168671,2,0
168680,0,0
168681,-13,-13
168690,-11,-11
168691,-11,-11
168700,1,1
168701,1,1
168710,-13,-13
168711,1,1
168720,11,12
168721,0,0
168730,10,-1
168731,-11,-2
168740,1,1
168741,2,3
168750,-13,-13
168751,-11,-11
168760,10,-11
168761,-11,-11
168770,-11,-11
168771,0,-2
168780,0,2
168781,1,1
168790,1,1
168791,-13,-13
168800,-11,-11
168801,-13,-13
168810,1,1
168811,1,11
168820,2,2
168821,0,0
168830,0,1
168831,-13,-13
168840,-11,1
168841,1,1
168850,0,0
168851,0,0
168860,2,-2
168861,0,-2
168870,0,0
168871,2,-11
168880,-11,-11
168881,1,-11
168890,-13,-13
168891,10,-2
168900,-13,-13
168901,-13,-13
168910,1,-2
168911,-11,-2
168920,-11,-11
168921,2,2
168930,10,10
168931,1,1
168940,2,1
168941,0,0
168950,0,0
168951,11,11
168960,-11,-11
168961,0,-20
168970,1,1
168971,1,1
168980,1,1
168981,-11,-11
168990,2,3
168991,0,0
169000,1,1
169001,1,1
169010,-11,-11
169011,1,1
169020,1,2
169021,3,-11
169030,1,1
169031,1,1
169040,11,12
169041,0,-2
169050,-11,-11
169051,-13,-13
169060,0,-2
169061,1,-2
169070,-11,-11
169071,1,-2
169080,-13,-13
169081,-11,-11
169090,-11,-11
169091,-11,-11
169100,2,-2
169101,-13,-13
169110,0,-2
169111,10,-20
169120,0,0
169121,-11,-11
169130,2,2
169131,4,4
169140,10,-2
169141,-13,-13
169150,1,1
169151,2,1
169160,2,-11
169161,12,12
169170,1,3
169171,-11,-11
169180,1,1
169181,-11,-11
169190,0,0
169191,-13,-13
169200,-11,-2
169201,0,0
169210,-11,-2
169211,-13,-2
169220,1,1
169221,-11,-11
169230,-13,-13
169231,10,10
169240,-11,-11
169241,0,0
169250,10,10
169251,11,11
169260,1,1
169261,1,1
169270,1,1
169271,10,10
169280,-13,-13
169281,1,2
169290,1,-20
169291,2,2
169300,1,1
169301,0,-20
169310,-13,-13
169311,1,1
169320,-11,-2
169321,1,1
169330,10,-2
169331,10,10
169340,1,-2
169341,-11,-2
169350,-13,-13
169351,-13,-13
169360,-13,-13
169361,-13,-13
169370,0,11
169371,0,-20
169380,11,-11
169381,10,11
169390,11,-11
169391,1,1
169400,2,-2
169401,10,-2
169410,1,2
169411,-11,-2
169420,2,2
169421,-11,-11
169430,1,1
169431,-13,-13
169440,1,1
169441,-13,-13
169450,2,1
169451,2,2
169460,10,10
169461,-13,-13
169470,0,0
169471,1,1
169480,2,-2
169481,-11,-11
169490,1,1
169491,3,3
169500,-13,-13
169501,1,1
169510,11,11
169511,0,0
169520,1,-11
169521,11,11
169530,2,2
169531,11,-2
169540,0,-2
169541,0,0
169550,-13,0
169551,10,11
169560,1,1
169561,-13,-13
169570,1,-13
169571,-13,-13
169580,2,2
169581,0,0
169590,2,2
169591,-11,-11
169600,0,0
169601,-11,-11
169610,0,0
169611,0,-20
169620,1,1
169621,1,1
169630,11,-11
169631,-11,-11
169640,-13,-13
169641,0,-20
169650,1,1
169651,1,1
169660,1,1
169661,10,10
169670,1,1
169671,-11,-11
169680,0,0
169681,1,1
169690,1,-2
169691,10,-2
169700,0,0
169701,2,2
169710,-13,-2
169711,-11,-11
169720,1,1
169721,-11,-11
169730,10,-11
169731,1,1
169740,1,1
169741,-13,-13
169750,1,1
169751,1,-2
169760,10,10
169761,-13,-13
169770,-13,-2
169771,10,10
169780,10,-20
169781,10,-2
169790,1,0
169791,-11,-11
169800,-13,-13
169801,-13,-13
169810,-13,-2
169811,10,10
169820,1,1
169821,-11,-11
169830,-13,-13
169831,1,2
169840,1,1
169841,2,2
169850,-13,-13
169851,-11,-2
169860,1,1
169861,0,1
169870,0,0
169871,1,-20
169880,10,-11
169881,10,11
169890,10,1
169891,0,0
169900,-13,-13
169901,1,1
169910,1,1
169911,1,2
169920,0,0
169921,1,1
169930,-13,-2
169931,-13,-13
169940,10,10
169941,10,10
169950,2,2
169951,-11,-11
169960,10,10
169961,-11,-11
169970,1,1
169971,1,2
169980,1,1
169981,12,-2
169990,2,-2
169991,1,1
170000,1,1
170001,2,2
170010,2,2
170011,1,2
170020,-11,-11
170021,-13,-13
170030,0,-20
170031,2,2
170040,-11,-11
170041,2,1
170050,0,12
170051,0,0
170060,10,10
170061,1,1
170070,-11,-11
170071,-13,-13
170080,2,-11
170081,1,1
170090,-13,-13
170091,-11,-2
170100,-13,-13
170101,-11,-11
170110,-13,-13
170111,2,-2
170120,1,1
170121,-11,-11
170130,-11,-11
170131,-11,-11
170140,-11,-11
170141,-11,-11
170150,-11,-11
170151,1,1
170160,0,0
170161,1,1
170170,0,0
170171,-13,-13
170180,2,2
170181,-13,-13
170190,2,2
170191,2,2
170200,-11,-11
170201,1,1
170210,11,11
170211,1,1
170220,1,1
170221,2,-2
170230,0,0
170231,2,1
170240,1,1
170241,3,4
170250,2,1
170251,2,2
170260,1,1
170261,0,0
170270,-11,-11
170271,11,11
170280,11,11
170281,-13,-13
170290,1,3
170291,-11,-11
170300,10,10
170301,-13,-13
170310,-11,-11
170311,-13,-13
170320,-13,0
170321,-11,-11
170330,1,2
170331,11,11
170340,2,2
170341,11,-2
170350,1,11
170351,-13,-2
170360,1,1
170361,0,0
170370,0,0
170371,0,0
170380,2,2
170381,-11,-11
170390,-11,-2
170391,-11,-2
170400,10,10
170401,1,1
170410,1,2
170411,10,10
170420,0,0
170421,1,1
170430,-13,-13
170431,-11,-11
170440,1,-2
170441,0,0
170450,1,1
170451,0,-11
170460,-13,-13
170461,11,11
170470,10,-2
170471,0,0
170480,1,-2
170481,-13,-13
170490,-11,0
170491,-13,-13
170500,-13,-13
170501,1,2
170510,1,1
170511,-11,-11
170520,-13,-13
170521,-11,-2
170530,0,0
170531,0,-20
170540,-13,-13
170541,1,2
170550,0,0
170551,-13,-13
170560,1,1
170561,-13,-13
170570,-11,0
170571,1,1
170580,-13,-13
170581,-13,-13
170590,1,1
170591,11,11
170600,10,-2
170601,2,3
170610,2,3
170611,0,0
170620,1,1
170621,2,2
170630,1,1
170631,-13,-13
170640,-11,-11
170641,12,-20
170650,-13,-2
170651,10,-1
170660,10,10
170661,1,1
170670,-13,-13
170671,10,10
170680,-13,-13
170681,-13,-13
170690,0,0
170691,10,10
170700,1,-2
170701,1,1
170710,10,-2
170711,-13,-13
170720,2,-2
170721,1,1
170730,2,-2
170731,-13,-13
170740,11,11
170741,11,-2
170750,1,1
170751,-11,-11
170760,-11,-11
170761,-11,-11
170770,2,3
170771,11,-2
170780,-11,-11
170781,0,0
170790,2,2
170791,0,0
170800,1,1
170801,10,-2
170810,2,2
170811,-13,-13
170820,-11,-11
170821,0,0
170830,-11,-11
170831,0,0
170840,-11,-2
170841,0,0
170850,-13,-13
170851,10,10
170860,1,1
170861,-11,-11
170870,-13,-13
170871,-11,-11
170880,1,1
170881,10,10
170890,0,0
170891,10,-2
170900,0,0
170901,-11,-11
170910,-11,-11
170911,10,10
170920,-11,-11
170921,1,1
170930,-11,-2
170931,10,-2
170940,0,-20
170941,1,1
170950,-11,-11
170951,11,-2
170960,-11,-11
170961,-11,-2
170970,0,0
170971,0,0
170980,1,-2
170981,1,1
170990,1,1
170991,10,11
171000,1,-2
171001,1,1
171010,10,-2
171011,0,0
171020,1,-2
171021,1,-2
171030,10,-11
171031,2,2
171040,2,-2
171041,2,2
171050,0,0
171051,-11,1
171060,1,2
171061,1,1
171070,-11,-11
171071,10,-2
171080,11,-2
171081,-11,-11
171090,1,2
171091,1,1
171100,-13,-13
171101,1,-20
171110,0,0
171111,-13,-13
171120,-13,-13
171121,1,2
171130,0,0
171131,-11,-11
171140,-13,-13
171141,1,1
171150,0,0
171151,2,2
171160,-11,-2
171161,-13,-13
171170,1,1
171171,2,3
171180,-13,-13
171181,0,0
171190,-11,-11
171191,10,10
171200,1,1
171201,11,11
171210,1,1
171211,0,0
171220,-11,0
171221,-13,-13
171230,1,1
171231,-13,-13
171240,10,10
171241,0,0
171250,0,0
171251,-13,-13
171260,1,1
171261,-13,-13
171270,0,0
171271,1,-20
171280,0,0
171281,2,2
171290,1,1
171291,1,-11
171300,1,1
171301,10,10
171310,12,12
171311,0,0
171320,2,1
171321,1,1
171330,-11,-11
171331,2,3
171340,2,1
171341,2,-11
171350,1,2
171351,-11,-2
171360,2,3
171361,-11,-11
171370,1,1
171371,2,1
171380,0,-20
171381,10,10
171390,2,2
171391,-11,0
171400,1,1
171401,0,1
171410,1,1
171411,-13,-13
171420,2,2
171421,-13,-13
171430,0,0
171431,-11,-11
171440,1,1
171441,-13,-13
171450,1,1
171451,1,1
171460,-13,-13
171461,11,11
171470,-13,-13
171471,-13,-13
171480,-13,-13
171481,1,1
171490,1,1
171491,-13,-13
171500,-11,-11
171501,0,0
171510,1,1
171511,1,1
171520,2,2
171521,-13,-13
171530,0,0
171531,-11,2
171540,1,-2
171541,0,-2
171550,1,1
171551,1,1
171560,-13,-13
171561,11,12
171570,10,11
171571,10,-2
171580,-11,-11
171581,2,2
171590,0,-11
171591,1,1
171600,1,1
171601,11,11
171610,2,3
171611,2,2
171620,1,1
171621,10,10
171630,1,1
171631,1,1
171640,12,12
171641,-13,-13
171650,1,0
171651,1,-11
171660,-11,-11
171661,2,2
171670,-13,-13
171671,1,1
171680,1,1
171681,10,-2
171690,2,2
171691,10,-11
171700,2,3
171701,2,2
171710,10,10
171711,1,1
171720,1,1
171721,1,1
171730,0,1
171731,1,1
171740,0,-20
171741,1,1
171750,2,-2
171751,-11,-11
171760,0,0
171761,0,-20
171770,10,10
171771,1,1
171780,1,1
171781,0,0
171790,-13,0
171791,-11,-11
171800,-13,-13
171801,1,1
171810,0,0
171811,10,10
171820,1,1
171821,-11,-11
171830,-13,0
171831,-11,-11
171840,1,1
171841,2,2
171850,1,1
171851,1,1
171860,2,2
171861,-11,-11
171870,-13,-13
171871,1,1
171880,-13,-13
171881,1,2
171890,-11,-11
171891,1,1
171900,10,11
171901,1,2
171910,2,2
171911,-11,1
171920,1,1
171921,0,-20
171930,-13,-13
171931,1,1
171940,1,2
171941,-13,-13
171950,12,-2
171951,0,-2
171960,-13,-13
171961,0,0
171970,11,11
171971,2,-20
171980,11,11
171981,-13,-2
171990,11,-2
171991,10,10
172000,10,10
172001,1,-2
172010,10,10
172011,-11,-2
172020,-11,-11
172021,-13,-13
172030,-11,-11
172031,0,-2
172040,1,1
172041,2,1
172050,-11,-2
172051,2,2
172060,1,1
172061,-11,-11
172070,1,-11
172071,2,2
172080,10,-2
172081,1,1
172090,0,0
172091,-13,-13
172100,-13,-13
172101,-13,-13
172110,-11,-11
172111,-13,0
172120,2,2
172121,-13,-13
172130,-11,-11
172131,-11,-11
172140,0,0
172141,-11,-11
172150,0,0
172151,2,-2
172160,1,1
172161,2,1
172170,-13,-13
172171,-11,-11
172180,1,1
172181,1,1
172190,11,-2
172191,11,11
172200,-11,-11
172201,11,-2
172210,0,-2
172211,2,-11
172220,-11,-11
172221,1,1
172230,-13,-13
172231,10,-2
172240,2,2
172241,2,2
172250,10,10
172251,-11,-11
172260,-13,-13
172261,1,1
172270,2,2
172271,-11,-11
172280,2,2
172281,0,-20
172290,-13,-13
172291,1,0
172300,10,10
172301,0,0
172310,10,-2
172311,-11,-11
172320,2,2
172321,1,1
172330,11,11
172331,1,1
172340,-13,-13
172341,-13,-13
172350,-13,-20
172351,0,0
172360,1,1
172361,-11,-11
172370,1,-2
172371,0,0
172380,-13,-13
172381,10,10
172390,10,10
172391,0,0
172400,-11,1
172401,1,1
172410,-11,-11
172411,-13,-2
172420,-13,-13
172421,-11,-2
172430,0,0
172431,1,1
172440,1,1
172441,11,-1
172450,-13,-13
172451,1,1
172460,2,2
172461,1,1
172470,0,0
172471,-11,-11
172480,-13,-13
172481,1,1
172490,-13,-13
172491,1,-20
172500,0,0
172501,0,0
172510,0,3
172511,-11,-11
172520,1,-2
172521,11,12
172530,0,0
172531,1,2
172540,-13,-13
172541,1,1
172550,-13,-13
172551,11,-2
172560,0,1
172561,10,11
172570,1,1
172571,1,1
172580,1,1
172581,1,1
172590,1,1
172591,-13,-13
172600,-11,-1
172601,11,-2
172610,1,-20
172611,-13,0
172620,0,-20
172621,-11,-11
172630,1,1
172631,11,11
172640,0,0
172641,10,10
172650,10,10
172651,2,3
172660,1,1
172661,-11,-11
172670,-11,-11
172671,1,1
172680,-13,-13
172681,11,-20
172690,1,1
172691,-13,-13
172700,2,2
172701,0,-20
172710,2,2
172711,1,1
172720,-11,-2
172721,10,10
172730,1,1
172731,1,1
172740,10,11
172741,1,1
172750,-11,-11
172751,1,0
172760,-13,-13
172761,1,1
172770,-11,-11
172771,-13,-2
172780,1,2
172781,-11,-11
172790,10,-11
172791,1,1
172800,1,1
172801,0,0
172810,10,10
172811,2,1
172820,1,1
172821,0,0
172830,12,12
172831,2,2
172840,-11,-11
172841,2,1
172850,-11,-11
172851,2,2
172860,11,11
172861,-13,-13
172870,-13,-13
172871,1,1
172880,2,2
172881,10,10
172890,1,1
172891,1,1
172900,0,-20
172901,-11,-2
172910,1,2
172911,1,1
172920,-13,-13
172921,1,1
172930,10,10
172931,2,1
172940,-13,0
172941,1,2
172950,1,-20
172951,1,1
172960,1,1
172961,2,2
172970,1,1
172971,0,0
172980,-13,-13
172981,-13,-13
172990,2,2
172991,-13,-13
173000,-13,-13
173001,10,11
173010,1,1
173011,1,1
173020,12,-11
173021,-11,-11
173030,1,1
173031,0,0
173040,10,11
173041,-13,-13
173050,1,1
173051,0,-13
173060,-11,-11
173061,1,2
173070,10,1
173071,1,1
173080,11,-2
173081,-11,-11
173090,-11,-11
173091,-11,-11
173100,1,1
173101,2,3
173110,1,1
173111,-13,-13
173120,-11,-11
173121,-13,-2
173130,1,1
173131,-13,-13
173140,1,1
173141,-11,-11
173150,1,1
173151,10,-11
173160,1,1
173161,1,1
173170,-13,-13
173171,10,10
173180,-13,-2
173181,3,-11
173190,0,-20
173191,2,2
173200,10,10
173201,1,1
173210,-13,-13
173211,-11,-11
173220,10,10
173221,10,10
173230,-11,-11
173231,1,1
173240,-13,-13
173241,-11,-11
173250,-11,-2
173251,1,2
173260,1,1
173261,-13,-13
173270,-11,-11
173271,0,0
173280,10,10
173281,-13,-13
173290,-13,-13
173291,1,1
173300,2,2
173301,-11,-11
173310,-13,-13
173311,-13,-13
173320,1,-20
173321,1,1
173330,2,2
173331,0,0
173340,0,0
173341,-11,-2
173350,-11,-11
173351,1,1
173360,0,0
173361,1,1
173370,1,1
173371,1,1
173380,10,10
173381,1,-20
173390,-11,-11
173391,1,1
173400,1,1
173401,-13,-13
173410,1,1
173411,-13,-13
173420,-13,-2
173421,-13,-13
173430,1,-2
173431,1,-2
173440,-13,-13
173441,1,-11
173450,-11,-11
173451,-13,-13
173460,0,0
173461,0,0
173470,1,2
173471,1,1
173480,1,1
173481,-11,-11
173490,-13,-13
173491,1,1
173500,1,-2
173501,1,-2
173510,1,1
173511,1,1
173520,2,2
173521,1,-11
173530,-13,-13
173531,11,-2
173540,0,0
173541,-13,-13
173550,2,-2
173551,-13,-13
173560,1,1
173561,10,-20
173570,-13,-13
173571,-13,-13
173580,1,1
173581,1,-20
173590,1,1
173591,1,1
173600,1,1
173601,1,1
173610,1,1
173611,0,0
173620,11,11
173621,2,2
173630,-11,-11
173631,-11,-11
173640,1,1
173641,2,2
173650,-11,-11
173651,-11,-11
173660,1,-20
173661,2,12
173670,2,2
173671,0,1
173680,1,2
173681,0,-2
173690,0,-11
173691,10,-2
173700,2,2
173701,1,1
173710,0,-20
173711,-13,-13
173720,-11,-11
173721,-11,1
173730,-13,-13
173731,1,1
173740,-13,-13
173741,1,1
173750,1,1
173751,0,2
173760,1,1
173761,2,2
173770,0,0
173771,-13,-13
173780,1,1
173781,0,1
173790,10,10
173791,1,-2
173800,-13,-13
173801,1,1
173810,1,1
173811,-13,-13
173820,-11,-11
173821,11,11
173830,1,1
173831,1,-11
173840,-13,-13
173841,1,-2
173850,1,0
173851,1,1
173860,10,10
173861,1,-11
173870,10,-2
173871,1,3
173880,1,2
173881,12,-11
173890,0,1
173891,-11,-2
