id,GenTauID,RecoTauID
1960,-11,-11
1961,-11,-11
1970,-13,-13
1971,-11,-11
1980,-11,-11
1981,0,0
1990,0,0
1991,1,1
2000,0,0
2001,-11,-11
2010,1,1
2011,-13,-333
2020,10,10
2021,10,10
2030,1,1
2031,10,11
2040,1,1
2041,-11,-11
2050,10,10
2051,0,0
2060,10,10
2061,1,1
2070,10,11
2071,-13,-11
2080,1,1
2081,-13,-13
2090,-11,-11
2091,2,1
2100,0,0
2101,-11,-11
2110,10,11
2111,1,1
2120,-13,-13
2121,-13,-13
2130,1,1
2131,1,1
2140,10,10
2141,2,1
2150,0,0
2151,-13,-13
2160,1,1
2161,10,10
2170,1,1
2171,-11,-11
2180,-13,-13
2181,10,11
2190,-13,-13
2191,10,10
2200,1,1
2201,2,1
2210,10,10
2211,2,2
2220,-11,-11
2221,1,1
2230,1,11
2231,-13,-13
2240,1,1
2241,-13,-13
2250,0,0
2251,-13,-13
2260,-11,-11
2261,10,10
2270,-13,-13
2271,-11,-11
2280,-13,-333
2281,0,0
2290,0,1
2291,1,1
2300,1,1
2301,0,0
2310,0,0
2311,1,1
2320,-13,-13
2321,-13,-13
2330,-11,-11
2331,-13,-333
2340,2,11
2341,-13,-13
2350,1,1
2351,-13,-13
2360,1,1
2361,10,10
2370,10,10
2371,-13,-13
2380,0,2
2381,0,0
2390,1,1
2391,-13,-13
2400,10,11
2401,1,1
2410,1,-11
2411,-13,-13
2420,-13,-13
2421,1,1
2430,1,1
2431,2,2
2440,-11,-11
2441,2,1
2450,1,1
2451,10,10
2460,-13,-13
2461,1,1
2470,1,1
2471,1,1
2480,0,0
2481,1,1
2490,0,0
2491,10,10
2500,-13,-13
2501,-11,-11
2510,10,10
2511,0,0
2520,-11,-11
2521,-13,-13
2530,1,1
2531,11,11
2540,1,1
2541,0,0
2550,1,1
2551,-11,-11
2560,1,1
2561,11,1
2570,-11,-11
2571,0,0
2580,-13,-13
2581,-11,1
2590,0,0
2591,-11,-11
2600,1,1
2601,1,1
2610,-13,-13
2611,1,1
2620,11,10
2621,1,1
2630,-13,-13
2631,2,2
2640,-11,-11
2641,1,0
2650,1,1
2651,1,1
2660,-11,-11
2661,1,1
2670,-13,-13
2671,10,10
2680,-11,-11
2681,3,2
2690,-11,-11
2691,0,0
2700,10,10
2701,1,1
2710,2,1
2711,1,1
2720,1,1
2721,10,11
2730,-13,-13
2731,-11,1
2740,-13,-13
2741,3,2
2750,1,1
2751,-11,-11
2760,-11,-11
2761,0,0
2770,3,2
2771,-11,-11
2780,1,1
2781,0,0
2790,0,10
2791,0,10
2800,2,1
2801,-11,-11
2810,1,1
2811,11,11
2820,-11,-11
2821,11,11
2830,2,11
2831,1,1
2840,-11,-13
2841,-13,-13
2850,3,1
2851,1,1
2860,11,11
2861,1,1
2870,11,11
2871,11,10
2880,-13,-13
2881,10,10
2890,-13,-13
2891,2,2
2900,0,0
2901,1,0
2910,11,10
2911,0,-333
2920,0,0
2921,-11,-11
2930,1,1
2931,-11,-11
2940,10,10
2941,-13,-13
2950,2,2
2951,1,1
2960,1,1
2961,-13,-13
2970,2,1
2971,0,0
2980,11,11
2981,-13,-333
2990,-13,-13
2991,-13,-13
3000,12,10
3001,1,1
3010,-11,-11
3011,1,1
3020,1,1
3021,-11,1
3030,1,1
3031,1,1
3040,1,1
3041,1,0
3050,-13,-13
3051,1,1
3060,-13,-13
3061,-11,-11
3070,3,2
3071,1,1
3080,1,1
3081,1,1
3090,1,-333
3091,1,1
3100,-13,-13
3101,1,1
3110,1,1
3111,1,1
3120,-11,-11
3121,2,1
3130,-13,-13
3131,11,11
3140,0,0
3141,11,11
3150,2,2
3151,-11,-11
3160,-13,-13
3161,10,10
3170,0,10
3171,2,1
3180,-13,-13
3181,-11,-11
3190,10,10
3191,3,2
3200,0,0
3201,-13,-13
3210,1,1
3211,0,0
3220,-11,-11
3221,1,1
3230,0,0
3231,1,1
3240,2,2
3241,-13,-13
3250,1,1
3251,0,0
3260,0,-11
3261,-13,-13
3270,0,0
3271,-13,-13
3280,0,0
3281,-13,-13
3290,-11,-11
3291,10,10
3300,1,1
3301,-13,-13
3310,1,0
3311,2,2
3320,-11,-11
3321,0,1
3330,1,0
3331,-13,-13
3340,-13,-13
3341,1,1
3350,-13,-13
3351,-13,-13
3360,-13,-13
3361,-11,-11
3370,-13,-13
3371,-11,-11
3380,-13,-13
3381,10,10
3390,10,10
3391,0,0
3400,1,1
3401,10,10
3410,0,0
3411,1,1
3420,10,1
3421,0,0
3430,3,11
3431,1,-222
3440,-11,-11
3441,3,11
3450,1,1
3451,1,1
3460,10,11
3461,1,1
3470,-11,-11
3471,1,1
3480,-11,-11
3481,1,1
3490,1,1
3491,-11,-11
3500,-11,-11
3501,0,0
3510,1,1
3511,1,1
3520,-13,-13
3521,1,1
3530,11,10
3531,-11,-11
3540,1,1
3541,1,11
3550,1,1
3551,1,1
3560,0,0
3561,1,1
3570,-13,-13
3571,-13,-13
3580,-11,-11
3581,12,11
3590,-11,-11
3591,2,2
3600,1,2
3601,1,1
3610,-13,-13
3611,1,1
3620,2,2
3621,2,1
3630,11,10
3631,0,-333
3640,11,11
3641,1,1
3650,1,1
3651,1,1
3660,11,11
3661,11,11
3670,-11,-11
3671,-11,-11
3680,-11,-11
3681,0,0
3690,-13,-13
3691,1,1
3700,-11,1
3701,1,1
3710,-11,-11
3711,0,0
3720,2,1
3721,11,10
3730,-11,-11
3731,-13,-13
3740,-11,-11
3741,1,1
3750,-11,-11
3751,-11,-11
3760,1,1
3761,0,0
3770,2,1
3771,1,1
3780,1,1
3781,-11,-11
3790,1,1
3791,-11,-11
3800,-11,-11
3801,1,1
3810,-11,-11
3811,1,1
3820,1,10
3821,-13,-13
3830,-13,-13
3831,0,0
3840,-13,-13
3841,2,2
3850,2,1
3851,-13,-13
3860,2,2
3861,11,10
3870,1,1
3871,0,-333
3880,0,0
3881,-13,-13
3890,-11,-11
3891,2,1
3900,-11,-11
3901,1,1
3910,-11,1
3911,-13,-13
3920,11,11
3921,-11,-11
3930,1,2
3931,-13,-13
3940,1,1
3941,0,0
3950,-11,-11
3951,1,1
3960,-13,-13
3961,11,10
3970,10,10
3971,-13,-333
3980,2,2
3981,1,1
3990,10,10
3991,0,0
4000,2,1
4001,1,1
4010,0,0
4011,0,0
4020,-13,-13
4021,1,1
4030,0,0
4031,-13,-13
4040,-13,-13
4041,1,1
4050,0,0
4051,-11,-11
4060,1,1
4061,10,10
4070,0,1
4071,10,10
4080,-11,-11
4081,0,0
4090,-13,-13
4091,-13,-13
4100,3,2
4101,-13,-13
4110,11,11
4111,1,1
4120,1,2
4121,1,11
4130,1,1
4131,2,1
4140,1,1
4141,-11,-11
4150,-13,-13
4151,1,1
4160,1,1
4161,1,1
4170,-11,-11
4171,10,10
4180,2,1
4181,1,2
4190,0,-13
4191,1,1
4200,-13,-13
4201,0,-333
4210,1,-222
4211,10,10
4220,0,0
4221,-13,-13
4230,0,0
4231,2,2
4240,0,1
4241,-13,-13
4250,0,0
4251,2,2
4260,-13,-13
4261,1,1
4270,-13,-13
4271,0,0
4280,1,1
4281,0,0
4290,0,0
4291,-11,1
4300,0,2
4301,10,10
4310,0,-11
4311,1,-333
4320,-11,-11
4321,1,1
4330,-13,-13
4331,10,10
4340,-11,-333
4341,10,10
4350,2,2
4351,1,11
4360,1,0
4361,1,-11
4370,2,1
4371,0,0
4380,1,1
4381,0,-333
4390,2,2
4391,1,11
4400,10,10
4401,1,1
4410,0,0
4411,-13,-13
4420,0,0
4421,2,2
4430,1,1
4431,10,11
4440,-13,-13
4441,2,2
4450,-13,-13
4451,1,1
4460,0,0
4461,-13,-13
4470,2,1
4471,-13,-13
4480,0,0
4481,0,0
4490,1,1
4491,1,1
4500,-13,-13
4501,-11,1
4510,11,10
4511,10,10
4520,1,1
4521,2,2
4530,-13,-13
4531,0,0
4540,10,10
4541,-13,-13
4550,2,1
4551,1,1
4560,1,-333
4561,2,1
4570,11,11
4571,3,2
4580,0,1
4581,-13,-13
4590,-11,0
4591,1,11
4600,1,1
4601,10,10
4610,-11,-11
4611,2,1
4620,-13,-13
4621,1,10
4630,0,0
4631,2,2
4640,-11,-11
4641,1,2
4650,11,11
4651,-11,-11
4660,1,1
4661,-11,-11
4670,2,2
4671,-11,-11
4680,2,11
4681,0,0
4690,0,0
4691,2,11
4700,10,10
4701,-13,-13
4710,2,2
4711,10,10
4720,2,1
4721,-13,-13
4730,0,2
4731,0,10
4740,1,1
4741,-11,-11
4750,10,10
4751,10,10
4760,-11,1
4761,10,10
4770,0,-11
4771,1,1
4780,4,11
4781,10,10
4790,-11,-11
4791,-11,-11
4800,10,10
4801,-11,-11
4810,1,1
4811,2,11
4820,-11,1
4821,1,2
4830,-13,-13
4831,-11,-11
4840,10,10
4841,2,2
4850,-11,-11
4851,11,11
4860,12,11
4861,1,1
4870,-11,-11
4871,1,2
4880,-11,-11
4881,1,1
4890,1,10
4891,0,0
4900,1,1
4901,1,1
4910,1,1
4911,-11,-11
4920,11,1
4921,-13,-13
4930,3,11
4931,1,1
4940,-11,-11
4941,10,10
4950,1,1
4951,-11,-11
4960,-13,-13
4961,1,2
4970,-13,-13
4971,-11,-11
4980,10,10
4981,1,1
4990,-13,-13
4991,1,11
5000,-11,-11
5001,1,2
5010,-11,-11
5011,0,0
5020,10,10
5021,2,1
5030,-13,-13
5031,1,11
5040,-11,-11
5041,1,1
5050,-11,-11
5051,-11,-11
5060,10,10
5061,10,10
5070,11,11
5071,11,11
5080,1,1
5081,2,2
5090,-11,1
5091,-13,-13
5100,1,1
5101,-13,-13
5110,2,1
5111,10,11
5120,0,1
5121,-13,-11
5130,1,1
5131,10,10
5140,-13,-13
5141,-11,-11
5150,1,-222
5151,1,1
5160,1,1
5161,-11,-11
5170,1,-333
5171,3,1
5180,-13,-13
5181,1,1
5190,10,10
5191,1,-11
5200,1,1
5201,0,1
5210,1,1
5211,1,1
5220,1,1
5221,1,1
5230,2,11
5231,-11,-11
5240,-11,-333
5241,1,11
5250,0,0
5251,-11,-11
5260,2,1
5261,10,10
5270,-11,-11
5271,2,1
5280,-11,-11
5281,2,2
5290,1,1
5291,-13,-13
5300,0,0
5301,1,1
5310,1,1
5311,-11,-11
5320,-13,-13
5321,-11,-11
5330,-13,-13
5331,1,1
5340,11,10
5341,2,2
5350,-13,-13
5351,-13,-13
5360,0,0
5361,-11,-11
5370,-11,-11
5371,-11,-11
5380,0,0
5381,10,10
5390,-11,1
5391,-11,-11
5400,-13,-13
5401,1,1
5410,-11,-11
5411,1,1
5420,0,1
5421,0,-11
5430,-11,-11
5431,-11,-11
5440,1,1
5441,0,0
5450,2,2
5451,10,10
5460,12,11
5461,-13,-13
5470,2,1
5471,1,1
5480,-13,-13
5481,2,11
5490,2,1
5491,-13,-13
5500,1,1
5501,0,0
5510,10,10
5511,10,10
5520,-11,-11
5521,-11,-11
5530,-11,-11
5531,1,1
5540,-11,-11
5541,0,0
5550,1,1
5551,1,0
5560,10,10
5561,2,1
5570,-11,-11
5571,1,1
5580,10,10
5581,10,10
5590,11,11
5591,-11,-333
5600,1,2
5601,1,1
5610,-11,-11
5611,0,0
5620,-13,-13
5621,10,10
5630,-13,-13
5631,1,1
5640,10,11
5641,1,1
5650,-13,-13
5651,-11,-11
5660,1,1
5661,10,10
5670,-13,-11
5671,1,1
5680,-11,-11
5681,2,1
5690,2,1
5691,-11,-11
5700,1,1
5701,1,1
5710,-13,-13
5711,2,1
5720,1,1
5721,10,10
5730,-11,-11
5731,-13,-13
5740,1,1
5741,0,10
5750,10,10
5751,1,1
5760,-11,-11
5761,2,1
5770,1,11
5771,-11,-11
5780,1,1
5781,11,11
5790,1,1
5791,1,1
5800,2,1
5801,1,1
5810,11,11
5811,1,1
5820,-11,-11
5821,3,2
5830,-11,-11
5831,-11,-11
5840,11,10
5841,-13,-13
5850,0,1
5851,0,1
5860,1,10
5861,-13,-13
5870,-11,-11
5871,2,2
5880,0,2
5881,-11,-11
5890,-11,-11
5891,1,1
5900,-11,-11
5901,10,10
5910,1,1
5911,-13,-13
5920,-13,-13
5921,-11,-13
5930,11,11
5931,-13,-13
5940,2,1
5941,0,0
5950,-13,-13
5951,-11,-11
5960,1,1
5961,1,1
5970,0,1
5971,1,11
5980,-11,-11
5981,-11,1
5990,-11,-11
5991,-13,-13
6000,1,1
6001,1,2
6010,1,1
6011,0,0
6020,11,10
6021,-11,-11
6030,-13,-13
6031,-11,-11
6040,2,11
6041,2,1
6050,1,1
6051,-11,-11
6060,-11,-11
6061,-13,-13
6070,10,10
6071,-13,-13
6080,10,10
6081,10,10
6090,-13,-13
6091,11,10
6100,-11,-11
6101,0,10
6110,-13,-13
6111,0,0
6120,1,1
6121,1,1
6130,-13,-13
6131,4,2
6140,1,1
6141,-13,-13
6150,10,10
6151,-13,-13
6160,2,2
6161,1,1
6170,2,1
6171,2,11
6180,1,1
6181,1,1
6190,-13,-13
6191,-13,-13
6200,1,1
6201,1,1
6210,-13,1
6211,-13,-13
6220,-11,-11
6221,-11,-11
6230,10,11
6231,-13,-13
6240,11,10
6241,10,11
6250,1,1
6251,-11,-11
6260,-13,-13
6261,-13,-333
6270,-11,-11
6271,1,1
6280,1,1
6281,-11,-11
6290,1,1
6291,0,0
6300,1,1
6301,1,1
6310,-13,-13
6311,-13,-13
6320,1,1
6321,0,0
6330,0,0
6331,1,1
6340,0,0
6341,-11,-11
6350,1,1
6351,2,2
6360,0,0
6361,1,1
6370,-13,-13
6371,-13,-13
6380,0,0
6381,-13,-13
6390,-11,-11
6391,1,1
6400,3,2
6401,-11,-11
6410,2,1
6411,11,11
6420,0,1
6421,0,0
6430,-11,-11
6431,11,10
6440,-13,-13
6441,0,0
6450,1,11
6451,1,1
6460,1,2
6461,-13,-13
6470,-13,-333
6471,-13,-13
6480,1,1
6481,-11,-11
6490,12,11
6491,-13,-13
6500,2,2
6501,1,1
6510,-13,-13
6511,-11,-11
6520,-13,-13
6521,11,11
6530,0,0
6531,-11,-11
6540,-13,-13
6541,-11,-11
6550,-13,-13
6551,1,1
6560,10,10
6561,1,1
6570,-11,1
6571,10,1
6580,-11,-11
6581,-11,-11
6590,-13,-13
6591,-13,-13
6600,-11,-11
6601,-13,-13
6610,10,10
6611,1,1
6620,-13,-13
6621,0,1
6630,-11,-11
6631,-13,-13
6640,-11,-13
6641,-13,-13
6650,-13,-13
6651,10,10
6660,2,2
6661,1,1
6670,0,0
6671,0,0
6680,1,1
6681,1,1
6690,1,1
6691,0,0
6700,10,10
6701,1,1
6710,1,1
6711,0,0
6720,-11,-11
6721,-11,-11
6730,1,0
6731,11,11
6740,-13,-13
6741,1,10
6750,1,11
6751,1,1
6760,-13,-222
6761,-11,-11
6770,-11,-11
6771,-13,-13
6780,1,2
6781,0,0
6790,-11,-11
6791,1,1
6800,1,1
6801,1,1
6810,-13,-13
6811,-13,-13
6820,-11,-11
6821,0,0
6830,-13,1
6831,-13,-13
6840,0,0
6841,10,10
6850,1,1
6851,2,11
6860,0,0
6861,10,10
6870,-11,-11
6871,10,10
6880,1,1
6881,0,0
6890,11,10
6891,0,-333
6900,-11,-11
6901,1,1
6910,1,1
6911,11,10
6920,2,1
6921,10,11
6930,-13,-13
6931,-11,-11
6940,1,2
6941,2,1
6950,-11,-11
6951,1,1
6960,11,11
6961,10,10
6970,1,1
6971,-11,-11
6980,-13,-13
6981,1,1
6990,-13,-13
6991,-13,-13
7000,1,1
7001,1,1
7010,11,11
7011,2,2
7020,-11,-11
7021,12,10
7030,10,10
7031,11,11
7040,-13,-333
7041,-13,-13
7050,1,1
7051,1,1
7060,-11,-11
7061,0,1
7070,-11,-11
7071,-11,-11
7080,2,1
7081,-11,-11
7090,11,10
7091,0,-11
7100,0,0
7101,1,0
7110,3,11
7111,1,2
7120,-13,-13
7121,0,0
7130,-13,-13
7131,1,1
7140,-13,-13
7141,2,2
7150,-11,-11
7151,2,2
7160,10,10
7161,11,10
7170,-13,-13
7171,10,10
7180,-11,-11
7181,2,2
7190,1,-11
7191,-13,0
7200,1,1
7201,0,-11
7210,1,1
7211,1,1
7220,0,0
7221,1,1
7230,-11,-11
7231,0,0
7240,10,10
7241,-11,-11
7250,-11,-11
7251,-11,-11
7260,0,0
7261,1,1
7270,0,10
7271,-11,-11
7280,0,-13
7281,1,1
7290,2,1
7291,1,1
7300,11,11
7301,1,1
7310,1,1
7311,10,10
7320,2,2
7321,11,11
7330,0,1
7331,1,1
7340,1,1
7341,-11,-11
7350,0,0
7351,4,2
7360,1,1
7361,-11,-11
7370,0,0
7371,-11,-333
7380,3,2
7381,12,11
7390,-11,-11
7391,-11,-11
7400,10,11
7401,10,10
7410,1,1
7411,-11,-13
7420,-13,-13
7421,2,1
7430,0,0
7431,-13,-13
7440,1,1
7441,1,1
7450,1,1
7451,2,1
7460,-13,-11
7461,-11,-13
7470,1,2
7471,-11,-11
7480,10,10
7481,-13,-13
7490,2,2
7491,-13,-13
7500,10,10
7501,11,10
7510,-11,-11
7511,10,10
7520,2,1
7521,1,1
7530,10,10
7531,1,1
7540,10,10
7541,-13,-13
7550,11,11
7551,-13,-13
7560,2,2
7561,-11,-11
7570,-13,-13
7571,-13,-13
7580,-11,-11
7581,1,1
7590,1,1
7591,-11,-11
7600,2,1
7601,-13,-13
7610,-11,-333
7611,-11,-11
7620,-11,-11
7621,-13,-13
7630,10,10
7631,-13,-13
7640,0,0
7641,-11,-11
7650,-11,-11
7651,-13,-13
7660,-11,-11
7661,1,1
7670,-13,-13
7671,-11,-11
7680,-11,-11
7681,-13,-13
7690,-13,-13
7691,-11,-11
7700,2,2
7701,10,10
7710,-11,-11
7711,11,11
7720,3,11
7721,1,1
7730,-11,-333
7731,1,-333
7740,-11,-11
7741,1,1
7750,11,11
7751,1,-222
7760,-11,-11
7761,2,1
7770,10,10
7771,2,2
7780,1,1
7781,1,1
7790,1,1
7791,1,1
7800,1,1
7801,0,0
7810,1,1
7811,1,1
7820,10,10
7821,-13,-13
7830,-13,-13
7831,0,0
7840,11,10
7841,11,11
7850,-13,-13
7851,1,1
7860,-13,-13
7861,1,1
7870,0,0
7871,10,11
7880,2,2
7881,11,11
7890,3,2
7891,3,2
7900,2,2
7901,-11,-11
7910,1,1
7911,-13,-13
7920,1,1
7921,1,1
7930,-11,-11
7931,-13,-13
7940,2,1
7941,1,1
7950,-11,-11
7951,10,10
7960,10,10
7961,0,0
7970,0,0
7971,-11,-11
7980,-13,-333
7981,-13,-13
7990,-11,-11
7991,2,2
8000,0,1
8001,11,10
8010,2,11
8011,-11,-11
8020,11,11
8021,0,0
8030,1,0
8031,0,10
8040,10,10
8041,10,10
8050,-11,-11
8051,2,10
8060,-13,-13
8061,0,0
8070,0,0
8071,1,1
8080,1,11
8081,-11,-11
8090,-13,-13
8091,2,11
8100,2,2
8101,-13,-13
8110,-13,-13
8111,10,10
8120,-11,1
8121,10,-11
8130,10,10
8131,11,10
8140,0,1
8141,1,1
8150,10,10
8151,10,10
8160,1,1
8161,0,0
8170,11,11
8171,-13,-13
8180,-13,-13
8181,-13,-13
8190,11,11
8191,3,2
8200,3,11
8201,-13,-13
8210,1,1
8211,0,0
8220,-13,-13
8221,10,10
8230,1,10
8231,-13,-13
8240,-13,-13
8241,0,0
8250,10,10
8251,2,1
8260,10,10
8261,1,1
8270,-13,-11
8271,10,10
8280,2,1
8281,-11,1
8290,-11,-11
8291,-11,-11
8300,10,11
8301,0,0
8310,2,2
8311,-11,-11
8320,1,1
8321,-11,1
8330,1,1
8331,10,10
8340,1,-333
8341,1,1
8350,-999,11
8351,-999,-11
8360,0,0
8361,0,10
8370,1,1
8371,1,10
8380,0,1
8381,-11,-11
8390,-11,-11
8391,-13,-13
8400,0,0
8401,1,2
8410,0,0
8411,0,0
8420,-11,-11
8421,2,2
8430,-13,-13
8431,-13,-13
8440,1,1
8441,0,0
8450,0,0
8451,0,-13
8460,10,11
8461,-13,-13
8470,1,1
8471,-11,-11
8480,-13,-13
8481,-13,-13
8490,1,1
8491,1,1
8500,-13,-13
8501,2,2
8510,-11,-11
8511,2,2
8520,1,1
8521,1,1
8530,1,1
8531,0,0
8540,10,10
8541,10,10
8550,11,11
8551,2,2
8560,0,11
8561,1,1
8570,1,1
8571,1,1
8580,11,11
8581,-11,-11
8590,-13,-13
8591,-11,-11
8600,-11,-11
8601,-13,-13
8610,0,0
8611,-13,-13
8620,-11,-11
8621,0,10
8630,1,1
8631,1,1
8640,1,1
8641,-13,-13
8650,-13,10
8651,0,0
8660,-11,-11
8661,-11,-11
8670,11,10
8671,1,1
8680,11,11
8681,-11,-11
8690,1,1
8691,0,0
8700,1,1
8701,10,10
8710,1,1
8711,1,1
8720,-13,-13
8721,1,1
8730,-13,-13
8731,1,1
8740,0,0
8741,11,10
8750,10,10
8751,2,1
8760,1,1
8761,1,1
8770,-13,-13
8771,-11,-11
8780,-11,-11
8781,0,0
8790,-11,-11
8791,1,11
8800,10,1
8801,1,1
8810,10,10
8811,2,1
8820,-11,-11
8821,1,1
8830,10,10
8831,2,2
8840,10,10
8841,-13,-13
8850,10,10
8851,-13,-11
8860,10,10
8861,-11,-11
8870,1,2
8871,-11,-11
8880,-13,-13
8881,0,0
8890,0,0
8891,0,1
8900,-13,-13
8901,-11,-11
8910,1,1
8911,-11,-11
8920,1,1
8921,-11,-11
8930,2,1
8931,11,11
8940,-13,-13
8941,1,2
8950,-13,-13
8951,2,1
8960,1,1
8961,1,1
8970,1,10
8971,-13,-13
8980,-13,-13
8981,0,0
8990,10,10
8991,-13,-13
9000,10,10
9001,-13,-13
9010,10,11
9011,11,11
9020,1,1
9021,0,10
9030,-11,-11
9031,1,1
9040,1,1
9041,1,2
9050,1,1
9051,-11,-11
9060,1,1
9061,10,1
9070,1,-11
9071,1,1
9080,1,0
9081,1,1
9090,1,1
9091,-13,-13
9100,-13,-13
9101,-13,-13
9110,-13,-13
9111,1,2
9120,-11,-11
9121,1,1
9130,0,1
9131,10,10
9140,2,2
9141,1,2
9150,-11,-11
9151,-11,-11
9160,-13,1
9161,-13,-13
9170,1,1
