GenID,True,Predicted,PhotonPredicted,Countpions,Countphotons,Countneutrons
1121,1,0,0,1,0,0
1130,-11,-11,-11,0,0,0
1131,10,10,10,3,0,1
1140,1,1,2,1,2,0
1141,1,1,2,1,2,0
1150,11,11,12,3,2,0
1151,0,0,0,1,0,0
1160,0,0,0,1,0,0
1161,-13,-13,-13,0,0,0
1170,0,0,0,1,0,0
1171,-11,0,0,1,0,0
1180,-11,-11,-11,0,0,0
1181,-13,-13,-13,0,0,0
1190,0,0,0,1,0,0
1191,-11,-11,-11,0,0,0
1200,1,1,2,1,2,0
1201,10,10,10,3,0,0
1210,10,10,10,3,0,0
1211,-13,-13,-13,0,0,0
1220,1,1,2,1,2,0
1221,-13,-13,-13,0,0,0
1230,1,-13,-13,0,0,0
1231,1,2,3,1,3,0
1240,1,1,1,1,1,0
1241,10,-20,-20,1,0,2
1250,10,-1,-1,2,0,0
1251,-13,-13,-13,0,0,0
1260,2,2,3,1,3,0
1261,10,-20,-20,1,0,2
1270,2,2,4,1,4,0
1271,2,1,2,1,2,0
1280,10,10,10,3,0,0
1281,-13,-13,-13,0,0,0
1290,0,-13,-13,0,0,0
1291,11,-1,-1,2,1,1
1300,2,2,4,1,4,0
1301,1,1,2,1,2,0
1310,-13,-13,-13,0,0,0
1311,2,2,4,1,4,0
1320,0,0,0,1,0,0
1321,-11,-11,-11,0,0,0
1330,10,10,10,3,0,0
1331,0,0,0,1,0,0
1340,-11,-11,-11,0,0,0
1341,0,0,0,1,0,0
1350,0,0,0,1,0,0
1351,-11,-11,-11,0,0,0
1360,2,2,4,1,4,0
1361,1,1,2,1,2,0
1370,-11,-11,-11,0,0,0
1371,-11,0,0,1,0,0
1380,10,-1,-1,6,3,0
1381,-13,-13,-13,0,0,0
1390,1,1,1,1,1,0
1391,10,-1,-1,2,0,0
1400,1,-1,-1,2,4,0
1401,1,1,2,1,2,0
1410,-11,-11,-11,0,0,0
1411,0,0,0,1,0,0
1420,0,0,0,1,0,0
1421,-13,-13,-13,0,0,0
1430,0,0,0,1,0,0
1431,1,-13,-13,0,0,0
1440,1,1,2,1,2,0
1441,0,0,0,1,0,0
1450,11,-1,-1,2,1,0
1451,1,4,7,1,7,0
1460,1,1,2,1,2,0
1461,1,1,2,1,2,0
1470,10,-20,-20,1,0,1
1471,-11,-11,-11,0,0,0
1480,1,2,3,1,3,0
1481,11,-1,-1,4,1,0
1490,0,0,0,1,0,0
1491,1,1,2,1,2,0
1500,1,1,2,1,2,0
1501,11,11,11,3,1,0
1510,1,-2,-2,-999,-999,-999
1511,2,2,4,1,4,0
1520,1,1,1,1,1,0
1521,0,0,0,1,0,0
1530,-11,-11,-11,0,0,0
1531,0,0,0,1,0,0
1540,-13,-13,-13,0,0,0
1541,-11,-11,-11,0,0,0
1550,-11,-11,-11,0,0,0
1551,0,1,1,1,1,0
1560,11,-1,-1,2,2,0
1561,0,0,0,1,0,0
1570,-13,-13,-13,0,0,0
1571,10,-1,-1,2,0,0
1580,2,1,2,1,2,0
1581,-13,-13,-13,0,0,0
1590,11,11,12,3,2,0
1591,-13,-13,-13,0,0,0
1600,0,0,0,1,0,0
1601,2,1,2,1,2,0
1610,-11,-11,-11,0,0,0
1611,1,1,2,1,2,0
1620,0,0,0,1,0,0
1621,11,-13,-13,0,0,0
1630,0,0,0,1,0,0
1631,-11,-11,-11,0,0,0
1640,-13,-13,-13,0,0,0
1641,-11,-13,-13,0,0,0
1650,-11,-11,-11,0,0,0
1651,0,0,0,1,0,0
1660,-11,-11,-11,0,0,0
1661,0,0,0,1,0,0
1670,1,1,2,1,2,0
1671,2,2,4,1,4,0
1680,-13,-13,-13,0,0,0
1681,1,1,1,1,1,0
1690,1,1,1,1,1,0
1691,1,1,1,1,1,0
1700,-13,-13,-13,0,0,0
1701,-11,-11,-11,0,0,0
1710,-13,-13,-13,0,0,0
1711,-13,-13,-13,0,0,0
1720,-11,-11,-11,0,0,0
1721,-13,-13,-13,0,0,0
1730,1,1,2,1,2,0
1731,1,1,2,1,2,0
1740,10,10,10,3,0,0
1741,10,0,0,1,0,0
1750,1,-1,-1,2,0,0
1751,1,1,1,1,1,0
1760,11,11,11,3,1,0
1761,-13,-13,-13,0,0,0
1770,2,2,4,1,4,0
1771,0,0,0,1,0,0
1780,0,0,0,1,0,0
1781,1,-11,-11,0,0,0
1790,0,-1,-1,2,1,1
1791,11,11,12,3,2,0
1800,1,1,2,1,2,0
1801,2,-11,-11,0,0,0
1810,1,1,2,1,2,0
1811,-13,-13,-13,0,0,0
1820,11,-1,-1,4,2,0
1821,1,-1,-1,2,2,0
1830,-11,-2,-2,-999,-999,-999
1831,2,-1,-1,2,3,0
1840,10,-1,-1,2,0,0
1841,-11,-11,-11,0,0,0
1850,1,1,2,1,2,0
1851,-13,-13,-13,0,0,0
1860,-11,-11,-11,0,0,0
1861,0,0,0,1,0,0
1870,0,0,0,1,0,0
1871,-11,-11,-11,0,0,0
1880,2,2,4,1,4,0
1881,1,1,2,1,2,0
1890,0,0,0,1,0,0
1891,-11,-11,-11,0,0,0
1900,1,1,1,1,1,0
1901,-11,-11,-11,0,0,0
1910,-13,-13,-13,0,0,0
1911,-13,-13,-13,0,0,0
1920,0,0,0,1,0,0
1921,-13,-13,-13,0,0,0
1930,10,10,10,3,0,0
1931,0,0,0,1,0,0
1940,2,-1,-1,2,6,1
1941,0,0,0,1,0,0
1950,11,11,12,3,2,1
1951,-13,-13,-13,0,0,0
1960,11,11,11,3,1,0
1961,11,-1,-1,5,2,0
1970,1,1,1,1,1,0
1971,1,1,2,1,2,0
1980,-11,-11,-11,0,0,0
1981,10,-1,-1,4,0,0
1990,2,-1,-1,2,4,0
1991,1,1,2,1,2,0
2000,10,-2,-2,-999,-999,-999
2001,0,-2,-2,-999,-999,-999
2010,1,1,2,1,2,0
2011,0,0,0,1,0,0
2020,1,1,1,1,1,0
2021,1,1,2,1,2,0
2030,-11,-2,-2,-999,-999,-999
2031,0,0,0,1,0,0
2040,-13,-13,-13,0,0,0
2041,-13,-13,-13,0,0,0
2050,10,-1,-1,5,2,1
2051,1,1,2,1,2,0
2060,1,-11,-11,0,0,0
2061,0,0,0,1,0,0
2070,10,10,10,3,0,0
2071,1,1,2,1,2,0
2080,0,0,0,1,0,0
2081,0,0,0,1,0,0
2090,1,1,1,1,1,0
2091,0,0,0,1,0,0
2100,-13,-13,-13,0,0,0
2101,1,2,3,1,3,0
2110,-13,-13,-13,0,0,0
2111,1,0,0,1,0,0
2120,-11,-11,-11,0,0,0
2121,-13,-13,-13,0,0,0
2130,-11,-11,-11,0,0,0
2131,0,0,0,1,0,0
2140,0,0,0,1,0,0
2141,-13,-13,-13,0,0,0
2150,1,1,2,1,2,0
2151,-11,-11,-11,0,0,0
2160,10,10,10,3,0,0
2161,0,0,0,1,0,0
2170,10,-1,-1,2,1,0
2171,-11,-11,-11,0,0,0
2180,-11,-11,-11,0,0,0
2181,11,-1,-1,2,3,0
2190,0,-1,-1,5,7,1
2191,1,1,1,1,1,0
2200,10,-1,-1,2,0,0
2201,1,1,2,1,2,0
2210,0,0,0,1,0,0
2211,1,1,2,1,2,0
2220,10,10,10,3,0,0
2221,2,2,3,1,3,0
2230,1,1,2,1,2,0
2231,-13,-13,-13,0,0,0
2240,11,2,3,1,3,0
2241,-13,-13,-13,0,0,0
2250,10,12,14,3,4,0
2251,0,-11,-11,0,0,0
2260,1,1,2,1,2,0
2261,10,10,10,3,0,0
2270,-11,-11,-11,0,0,0
2271,1,1,2,1,2,0
2280,1,-1,-1,2,1,0
2281,-13,0,0,1,0,0
2290,-13,-13,-13,0,0,0
2291,2,2,3,1,3,0
2300,1,1,1,1,1,0
2301,-13,-13,-13,0,0,0
2310,-11,-11,-11,0,0,0
2311,11,-11,-11,0,0,0
2320,0,0,0,1,0,0
2321,-11,-11,-11,0,0,0
2330,10,10,10,3,0,0
2331,1,-1,-1,2,2,0
2340,1,1,1,1,1,0
2341,-11,-11,-11,0,0,0
2350,1,0,0,1,0,0
2351,2,-11,-11,0,0,0
2360,1,1,2,1,2,0
2361,1,1,2,1,2,0
2370,-13,-13,-13,0,0,0
2371,3,3,6,1,6,0
2380,10,10,10,3,0,0
2381,-11,1,2,1,2,0
2390,-13,-13,-13,0,0,0
2391,0,0,0,1,0,0
2400,-11,-11,-11,0,0,0
2401,2,2,4,1,4,0
2410,11,11,11,3,1,1
2411,-11,-11,-11,0,0,0
2420,10,-1,-1,2,0,0
2421,-13,-13,-13,0,0,0
2430,11,11,12,3,2,1
2431,-13,-13,-13,0,0,0
2440,2,-11,-11,0,0,0
2441,-13,-13,-13,0,0,0
2450,10,10,10,3,0,0
2451,2,3,6,1,6,0
2460,1,3,5,1,5,0
2461,0,0,0,1,0,0
2470,-11,-11,-11,0,0,0
2471,10,10,10,3,0,0
2480,11,-1,-1,5,7,3
2481,1,1,2,1,2,0
2490,-11,-11,-11,0,0,0
2491,-13,-13,-13,0,0,0
2500,11,-11,-11,0,0,0
2501,-11,-11,-11,0,0,0
2510,10,10,10,3,0,0
2511,1,1,2,1,2,0
2520,10,10,10,3,0,0
2521,1,0,0,1,0,0
2530,0,0,0,1,0,0
2531,11,-1,-1,2,2,0
2540,10,10,10,3,0,0
2541,1,-1,-1,2,2,0
2550,-11,-11,-11,0,0,0
2551,0,0,0,1,0,0
2560,1,1,1,1,1,0
2561,11,-1,-1,2,1,0
2570,-11,-11,-11,0,0,0
2571,1,1,2,1,2,0
2580,0,0,0,1,0,0
2581,-13,-13,-13,0,0,0
2590,0,0,0,1,0,0
2591,0,-20,-20,1,0,1
2600,1,11,12,3,2,2
2601,-13,-13,-13,0,0,0
2610,-11,-11,-11,0,0,0
2611,10,10,10,3,0,0
2620,3,4,8,1,8,0
2621,1,-1,-1,2,0,0
2630,-11,-11,-11,0,0,0
2631,-11,-11,-11,0,0,0
2640,1,1,2,1,2,0
2641,-11,-11,-11,0,0,0
2650,-11,-11,-11,0,0,0
2651,1,1,2,1,2,0
2660,0,0,0,1,0,0
2661,1,-1,-1,2,3,0
2670,1,1,2,1,2,0
2671,-11,-11,-11,0,0,0
2680,1,1,2,1,2,0
2681,2,-1,-1,2,4,0
2690,2,1,2,1,2,0
2691,0,10,10,3,0,0
2700,-13,-13,-13,0,0,0
2701,-11,-11,-11,0,0,0
2710,1,1,2,1,2,0
2711,1,1,2,1,2,0
2720,-13,-13,-13,0,0,0
2721,12,12,14,3,4,0
2730,10,-1,-1,8,0,0
2731,3,3,6,1,6,0
2740,10,10,10,3,0,0
2741,1,1,2,1,2,0
2750,2,2,3,1,3,0
2751,-13,-13,-13,0,0,0
2760,-13,-13,-13,0,0,0
2761,0,0,0,1,0,0
2770,0,0,0,1,0,0
2771,1,2,3,1,3,0
2780,-13,-13,-13,0,0,0
2781,1,11,12,3,2,1
2790,-13,-13,-13,0,0,0
2791,1,1,2,1,2,0
2800,-13,-13,-13,0,0,0
2801,1,-1,-1,2,3,0
2810,-13,-13,-13,0,0,0
2811,-13,-13,-13,0,0,0
2820,2,2,3,1,3,0
2821,11,11,12,3,2,0
2830,-11,-11,-11,0,0,0
2831,11,11,12,3,2,0
2840,-13,-13,-13,0,0,0
2841,0,0,0,1,0,0
2850,10,10,10,3,0,0
2851,-13,-13,-13,0,0,0
2860,2,-11,-11,0,0,0
2861,11,1,1,1,1,0
2870,11,11,12,3,2,0
2871,-11,-11,-11,0,0,0
2880,4,4,8,1,8,0
2881,-13,-13,-13,0,0,0
2890,2,2,3,1,3,0
2891,-11,-11,-11,0,0,0
2900,1,1,2,1,2,0
2901,-13,-13,-13,0,0,0
2910,1,1,1,1,1,0
2911,1,1,2,1,2,0
2920,-11,-11,-11,0,0,0
2921,11,11,12,3,2,0
2930,1,1,2,1,2,0
2931,0,-1,-1,5,2,0
2940,1,2,3,1,3,0
2941,2,-1,-1,2,4,0
2950,10,10,10,3,0,0
2951,2,-11,-11,0,0,0
2960,1,1,2,1,2,0
2961,-11,-11,-11,0,0,0
2970,10,-1,-1,2,0,0
2971,0,0,0,1,0,0
2980,1,2,3,1,3,0
2981,-11,-11,-11,0,0,0
2990,-13,-13,-13,0,0,0
2991,-11,-11,-11,0,0,0
3000,1,1,2,1,2,0
3001,1,2,3,1,3,0
3010,0,-13,-13,0,0,0
3011,12,12,14,3,4,0
3020,1,-11,-11,0,0,0
3021,1,1,2,1,2,0
3030,2,2,4,1,4,0
3031,1,1,1,1,1,0
3040,2,2,4,1,4,0
3041,-11,-11,-11,0,0,0
3050,1,1,2,1,2,0
3051,0,0,0,1,0,0
3060,-11,-2,-2,-999,-999,-999
3061,2,-2,-2,-999,-999,-999
3070,2,0,0,1,0,0
3071,-13,-13,-13,0,0,0
3080,-11,-11,-11,0,0,0
3081,-11,-2,-2,-999,-999,-999
3090,1,1,2,1,2,0
3091,-11,-11,-11,0,0,0
3100,2,2,4,1,4,0
3101,1,1,2,1,2,0
3110,2,2,4,1,4,0
3111,2,2,3,1,3,0
3120,1,1,1,1,1,0
3121,1,1,1,1,1,0
3130,-13,-13,-13,0,0,0
3131,11,11,12,3,2,0
3140,1,1,2,1,2,0
3141,0,0,0,1,0,0
3150,1,1,2,1,2,0
3151,-13,-13,-13,0,0,0
3160,1,1,2,1,2,0
3161,-11,-11,-11,0,0,0
3170,-11,-11,-11,0,0,0
3171,2,-11,-11,0,0,0
3180,10,-2,-2,-999,-999,-999
3181,11,11,12,3,2,0
3190,1,1,2,1,2,0
3191,2,11,12,3,2,0
3200,1,1,2,1,2,0
3201,1,1,1,1,1,0
3210,-13,-13,-13,0,0,0
3211,-13,-13,-13,0,0,0
3220,10,-1,-1,2,0,0
3221,2,2,3,1,3,0
3230,-11,-11,-11,0,0,0
3231,2,1,2,1,2,0
3240,1,1,1,1,1,0
3241,10,-1,-1,2,0,1
3250,1,1,2,1,2,0
3251,-13,-13,-13,0,0,0
3260,10,11,11,3,1,0
3261,-13,-13,-13,0,0,0
3270,1,2,4,1,4,0
3271,0,0,0,1,0,0
3280,0,0,0,1,0,0
3281,1,1,2,1,2,0
3290,0,0,0,1,0,0
3291,-13,-13,-13,0,0,0
3300,0,0,0,1,0,0
3301,1,1,2,1,2,0
3310,1,0,0,1,0,0
3311,-13,-2,-2,-999,-999,-999
3320,2,2,4,1,4,0
3321,-11,-11,-11,0,0,0
3330,-11,-11,-11,0,0,0
3331,0,0,0,1,0,0
3340,1,1,2,1,2,0
3341,-13,-13,-13,0,0,0
3350,-11,-11,-11,0,0,0
3351,2,2,4,1,4,0
3360,-11,-11,-11,0,0,0
3361,2,2,4,1,4,0
3370,-11,-11,-11,0,0,0
3371,1,-20,-20,1,2,1
3380,1,1,1,1,1,0
3381,10,10,10,3,0,0
3390,2,2,4,1,4,0
3391,12,12,13,3,3,1
3400,1,1,2,1,2,0
3401,-13,-13,-13,0,0,0
3410,11,11,12,3,2,0
3411,-11,-11,-11,0,0,0
3420,0,-2,-2,-999,-999,-999
3421,2,1,1,1,1,0
3430,0,0,0,1,0,0
3431,1,-13,-13,0,0,0
3440,10,-1,-1,5,4,1
3441,2,2,4,1,4,0
3450,-11,-11,-11,0,0,0
3451,0,0,0,1,0,0
3460,-13,-13,-13,0,0,0
3461,-13,-13,-13,0,0,0
3470,-13,-13,-13,0,0,0
3471,-11,-11,-11,0,0,0
3480,2,-1,-1,2,2,0
3481,2,1,2,1,2,0
3490,2,2,4,1,4,0
3491,2,13,15,3,5,0
3500,1,1,2,1,2,0
3501,11,-11,-11,0,0,0
3510,-11,-11,-11,0,0,0
3511,10,10,10,3,0,0
3520,-11,-11,-11,0,0,0
3521,1,1,2,1,2,0
3530,-11,-11,-11,0,0,0
3531,0,0,0,1,0,0
3540,1,1,2,1,2,0
3541,0,-20,-20,1,0,1
3550,-11,0,0,1,0,0
3551,1,1,1,1,1,0
3560,-11,-11,-11,0,0,0
3561,-11,-11,-11,0,0,0
3570,-11,-11,-11,0,0,0
3571,1,1,2,1,2,0
3580,1,1,2,1,2,0
3581,-13,-13,-13,0,0,0
3590,-13,-13,-13,0,0,0
3591,-13,-13,-13,0,0,0
3600,1,-1,-1,2,2,0
3601,-13,-13,-13,0,0,0
3610,2,2,3,1,3,0
3611,1,-2,-2,-999,-999,-999
3620,-11,-11,-11,0,0,0
3621,1,1,2,1,2,0
3630,2,2,3,1,3,0
3631,10,-1,-1,2,0,0
3640,10,10,10,3,0,1
3641,0,0,0,1,0,0
3650,1,3,5,1,5,0
3651,1,1,2,1,2,0
3660,1,1,2,1,2,0
3661,1,1,2,1,2,0
3670,-13,-13,-13,0,0,0
3671,-11,-11,-11,0,0,0
3680,2,-11,-11,0,0,0
3681,-13,-13,-13,0,0,0
3690,0,-1,-1,2,0,1
3691,-11,-11,-11,0,0,0
3700,1,1,2,1,2,0
3701,2,2,3,1,3,0
3710,1,-2,-2,-999,-999,-999
3711,10,-1,-1,2,0,0
3720,1,1,2,1,2,0
3721,2,2,3,1,3,0
3730,-13,-13,-13,0,0,0
3731,-11,-11,-11,0,0,0
3740,-11,-11,-11,0,0,0
3741,1,1,2,1,2,0
3750,0,1,1,1,1,0
3751,0,-11,-11,0,0,0
3760,0,-11,-11,0,0,0
3761,0,1,1,1,1,0
3770,-11,-11,-11,0,0,0
3771,2,2,3,1,3,0
3780,-11,-11,-11,0,0,0
3781,2,2,3,1,3,0
3790,11,-1,-1,4,2,0
3791,-13,-13,-13,0,0,0
3800,2,2,4,1,4,0
3801,-13,-13,-13,0,0,0
3810,10,10,10,3,0,0
3811,2,2,4,1,4,0
3820,0,0,0,1,0,0
3821,1,1,2,1,2,0
3830,1,1,2,1,2,0
3831,-11,-11,-11,0,0,0
3840,-11,-11,-11,0,0,0
3841,-13,-13,-13,0,0,0
3850,1,1,2,1,2,0
3851,-11,-11,-11,0,0,0
3860,0,0,0,1,0,0
3861,-13,-13,-13,0,0,0
3870,-13,-13,-13,0,0,0
3871,-13,-13,-13,0,0,0
3880,2,2,4,1,4,0
3881,0,0,0,1,0,0
3890,-13,-13,-13,0,0,0
3891,1,1,2,1,2,0
3900,-11,-11,-11,0,0,0
3901,10,10,10,3,0,0
3910,0,-11,-11,0,0,0
3911,-13,-13,-13,0,0,0
3920,1,2,3,1,3,0
3921,1,1,2,1,2,0
3930,1,1,2,1,2,0
3931,1,1,2,1,2,0
3940,-11,-11,-11,0,0,0
3941,-13,-13,-13,0,0,0
3950,10,-11,-11,0,0,0
3951,-13,-13,-13,0,0,0
3960,0,0,0,1,0,0
3961,11,-1,-1,2,2,1
3970,-11,2,3,1,3,0
3971,-13,-13,-13,0,0,0
3980,2,2,4,1,4,0
3981,0,0,0,1,0,0
3990,1,-13,-13,0,0,0
3991,2,2,4,1,4,0
4000,0,0,0,1,0,0
4001,-11,-11,-11,0,0,0
4010,1,2,4,1,4,0
4011,1,-11,-11,0,0,0
4020,10,10,10,3,0,0
4021,-13,-13,-13,0,0,0
4030,-13,-13,-13,0,0,0
4031,-13,-13,-13,0,0,0
4040,1,1,1,1,1,0
4041,-11,-11,-11,0,0,0
4050,2,2,4,1,4,0
4051,1,1,2,1,2,0
4060,0,1,1,1,1,0
4061,1,1,1,1,1,0
4070,-11,-11,-11,0,0,0
4071,-13,-13,-13,0,0,0
4080,0,12,13,3,3,1
4081,-13,-13,-13,0,0,0
4090,-13,-13,-13,0,0,0
4091,-11,-11,-11,0,0,0
4100,-13,-13,-13,0,0,0
4101,3,2,3,1,3,0
4110,2,2,3,1,3,0
4111,-13,-13,-13,0,0,0
4120,1,1,2,1,2,0
4121,1,-11,-11,0,0,0
4130,-13,-13,-13,0,0,0
4131,1,1,1,1,1,0
4140,-13,-13,-13,0,0,0
4141,2,-13,-13,0,0,0
4150,-13,-13,-13,0,0,0
4151,1,1,2,1,2,0
4160,-13,-13,-13,0,0,0
4161,1,1,2,1,2,0
4170,1,1,2,1,2,0
4171,1,1,2,1,2,0
4180,-13,-13,-13,0,0,0
4181,-11,-11,-11,0,0,0
4190,-13,-13,-13,0,0,0
4191,1,1,1,1,1,0
4200,2,-20,-20,1,4,1
4201,11,12,13,3,3,0
4210,-11,-2,-2,-999,-999,-999
4211,2,-20,-20,1,0,1
4220,-13,-13,-13,0,0,0
4221,-13,-13,-13,0,0,0
4230,10,10,10,3,0,0
4231,-13,-13,-13,0,0,0
4240,-11,-2,-2,-999,-999,-999
4241,11,-1,-1,2,2,0
4250,0,0,0,1,0,0
4251,10,11,11,3,1,0
4260,1,1,2,1,2,0
4261,0,0,0,1,0,0
4270,2,2,4,1,4,0
4271,-11,-11,-11,0,0,0
4280,0,0,0,1,0,0
4281,2,4,7,1,7,0
4290,2,3,5,1,5,0
4291,-11,-11,-11,0,0,0
4300,10,-11,-11,0,0,0
