id,GenTauID,RecoTauID
1860,-11,-11
1861,0,0
1870,0,0
1871,-11,-11
1880,2,1
1881,1,1
1890,0,0
1891,-11,-11
1900,1,1
1901,-11,-11
1910,-13,-13
1911,-13,-13
1920,0,0
1921,-13,-13
1930,10,10
1931,0,0
1940,2,2
1941,0,0
1950,11,11
1951,-13,-13
1960,11,10
1961,11,10
1970,1,1
1971,1,1
1980,-11,-11
1981,10,10
1990,2,2
1991,1,1
2000,10,-333
2001,0,0
2010,1,1
2011,0,0
2020,1,1
2021,1,1
2030,-11,-11
2031,0,0
2040,-13,-13
2041,-13,-13
2050,10,11
2051,1,1
2060,1,1
2061,0,-333
2070,10,10
2071,1,1
2080,0,0
2081,0,0
2090,1,10
2091,0,0
2100,-13,-13
2101,1,1
2110,-13,-13
2111,1,1
2120,-11,-11
2121,-13,-13
2130,-11,-11
2131,0,0
2140,0,0
2141,-13,-13
2150,1,1
2151,-11,-11
2160,10,10
2161,0,10
2170,10,11
2171,-11,-11
2180,-11,-11
2181,11,11
2190,0,1
2191,1,2
2200,10,10
2201,1,1
2210,0,0
2211,1,1
2220,10,10
2221,2,1
2230,1,1
2231,-13,-13
2240,11,11
2241,-13,-13
2250,10,10
2251,0,-11
2260,1,1
2261,10,10
2270,-11,-11
2271,1,1
2280,1,1
2281,-13,-13
2290,-13,-13
2291,2,1
2300,1,1
2301,-13,-13
2310,-11,-11
2311,11,10
2320,0,0
2321,-11,-11
2330,10,10
2331,1,1
2340,1,1
2341,-11,-11
2350,1,1
2351,2,2
2360,1,1
2361,1,1
2370,-13,-13
2371,3,2
2380,10,10
2381,-11,-11
2390,-13,-13
2391,0,0
2400,-11,-11
2401,2,1
2410,11,10
2411,-11,-11
2420,10,11
2421,-13,-13
2430,11,11
2431,-13,-13
2440,2,1
2441,-13,-13
2450,10,10
2451,2,2
2460,1,2
2461,0,0
2470,-11,-222
2471,10,1
2480,11,10
2481,1,-333
2490,-11,-11
2491,-13,-13
2500,11,10
2501,-11,-11
2510,10,10
2511,1,1
2520,10,10
2521,1,1
2530,0,10
2531,11,-333
2540,10,10
2541,1,1
2550,-11,-11
2551,0,0
2560,1,11
2561,11,10
2570,-11,-11
2571,1,1
2580,0,0
2581,-13,-13
2590,0,0
2591,0,1
2600,1,1
2601,-13,-13
2610,-11,-11
2611,10,11
2620,3,2
2621,1,10
2630,-11,-11
2631,-11,-11
2640,1,0
2641,-11,-11
2650,-11,-11
2651,1,-13
2660,0,0
2661,1,2
2670,1,1
2671,-11,-11
2680,1,1
2681,2,1
2690,2,1
2691,0,10
2700,-13,-13
2701,-11,-11
2710,1,1
2711,1,1
2720,-13,-13
2721,12,11
2730,10,10
2731,3,2
2740,10,10
2741,1,1
2750,2,2
2751,-13,-13
2760,-13,0
2761,0,1
2770,0,0
2771,1,11
2780,-13,-13
2781,1,2
2790,-13,-13
2791,1,1
2800,-13,-13
2801,1,1
2810,-13,-13
2811,-13,-13
2820,2,11
2821,11,11
2830,-11,-11
2831,11,11
2840,-13,-333
2841,0,0
2850,10,10
2851,-13,-13
2860,2,1
2861,11,1
2870,11,10
2871,-11,-11
2880,4,2
2881,-13,-13
2890,2,11
2891,-11,-11
2900,1,1
2901,-13,-13
2910,1,1
2911,1,1
2920,-11,-11
2921,11,10
2930,1,1
2931,0,10
2940,1,1
2941,2,1
2950,10,10
2951,2,11
2960,1,1
2961,-11,-11
2970,10,10
2971,0,0
2980,1,1
2981,-11,-11
2990,-13,-13
2991,-11,-11
3000,1,1
3001,1,1
3010,0,-13
3011,12,11
3020,1,1
3021,1,1
3030,2,1
3031,1,1
3040,2,2
3041,-11,-11
3050,1,1
3051,0,0
3060,-11,1
3061,2,1
3070,2,11
3071,-13,-13
3080,-11,-11
3081,-11,-11
3090,1,1
3091,-11,-11
3100,2,2
3101,1,1
3110,2,1
3111,2,2
3120,1,1
3121,1,1
3130,-13,-13
3131,11,11
3140,1,1
3141,0,-13
3150,1,1
3151,-13,-13
3160,1,1
3161,-11,-11
3170,-11,-11
3171,2,11
3180,10,1
3181,11,11
3190,1,1
3191,2,2
3200,1,1
3201,1,1
3210,-13,0
3211,-13,-13
3220,10,10
3221,2,11
3230,-11,-11
3231,2,2
3240,1,1
3241,10,10
3250,1,1
3251,-13,-13
3260,10,10
3261,-13,-13
3270,1,1
3271,0,0
3280,0,0
3281,1,1
3290,0,0
3291,-13,-13
3300,0,0
3301,1,1
3310,1,-11
3311,-13,-13
3320,2,2
3321,-11,-11
3330,-11,-11
3331,0,0
3340,1,1
3341,-13,-13
3350,-11,-11
3351,2,1
3360,-11,-11
3361,2,1
3370,-11,-11
3371,1,2
3380,1,1
3381,10,10
3390,2,2
3391,12,11
3400,1,1
3401,-13,-13
3410,11,10
3411,-11,-11
3420,0,10
3421,2,1
3430,0,0
3431,1,1
3440,10,10
3441,2,2
3450,-11,-11
3451,0,0
3460,-13,-13
3461,-13,-13
3470,-13,-13
3471,-11,-11
3480,2,1
3481,2,1
3490,2,2
3491,2,11
3500,1,1
3501,11,11
3510,-11,1
3511,10,11
3520,-11,-11
3521,1,1
3530,-11,-11
3531,0,0
3540,1,1
3541,0,1
3550,-11,-333
3551,1,1
3560,-11,-11
3561,-11,-11
3570,-11,-11
3571,1,1
3580,1,1
3581,-13,-13
3590,-13,-13
3591,-13,-13
3600,1,1
3601,-13,-13
3610,2,1
3611,1,-11
3620,-11,-11
3621,1,1
3630,2,11
3631,10,10
3640,10,10
3641,0,0
3650,1,1
3651,1,1
3660,1,1
3661,1,1
3670,-13,-13
3671,-11,1
3680,2,2
3681,-13,-13
3690,0,10
3691,-11,-11
3700,1,1
3701,2,2
3710,1,-11
3711,10,10
3720,1,1
3721,2,1
3730,-13,-13
3731,-11,-11
3740,-11,-11
3741,1,1
3750,0,1
3751,0,-11
3760,0,-11
3761,0,1
3770,-11,-11
3771,2,2
3780,-11,-11
3781,2,1
3790,11,10
3791,-13,-13
3800,2,1
3801,-13,-13
3810,10,10
3811,2,1
3820,0,0
3821,1,1
3830,1,1
3831,-11,-11
3840,-11,-11
3841,-13,-13
3850,1,1
3851,-11,-11
3860,0,0
3861,-13,-13
3870,-13,-13
3871,-13,-13
3880,2,1
3881,0,0
3890,-13,-13
3891,1,1
3900,-11,-11
3901,10,10
3910,0,1
3911,-13,-13
3920,1,2
3921,1,1
3930,1,1
3931,1,1
3940,-11,-11
3941,-13,-13
3950,10,10
3951,-13,-13
3960,0,-13
3961,11,11
3970,-11,-11
3971,-13,-13
3980,2,2
3981,0,0
3990,1,1
3991,2,1
4000,0,0
4001,-11,-11
4010,1,1
4011,1,-11
4020,10,11
4021,-13,-13
4030,-13,-13
4031,-13,-13
4040,1,1
4041,-11,-11
4050,2,2
4051,1,1
4060,0,0
4061,1,1
4070,-11,1
4071,-13,-13
4080,0,1
4081,-13,-13
4090,-13,-13
4091,-11,-11
4100,-13,-333
4101,3,11
4110,2,1
4111,-13,-13
4120,1,1
4121,1,1
4130,-13,-13
4131,1,1
4140,-13,-13
4141,2,1
4150,-13,-13
4151,1,1
4160,-13,-13
4161,1,1
4170,1,1
4171,1,1
4180,-13,-13
4181,-11,-11
4190,-13,-13
4191,1,1
4200,2,2
4201,11,11
4210,-11,-333
4211,2,0
4220,-13,-13
4221,-13,-13
4230,10,10
4231,-13,-13
4240,-11,1
4241,11,11
4250,0,0
4251,10,10
4260,1,1
4261,0,0
4270,2,11
4271,-11,-11
4280,0,0
4281,2,2
4290,2,2
4291,-11,-11
4300,10,10
4301,1,1
4310,-11,-11
4311,10,10
4320,1,1
4321,-13,-13
4330,-11,-11
4331,-13,-13
4340,1,1
4341,-13,-13
4350,-13,-13
4351,-13,-13
4360,2,11
4361,2,11
4370,11,10
4371,0,0
4380,1,1
4381,10,11
4390,3,2
4391,1,1
4400,-13,-13
4401,-13,-13
4410,-11,-11
4411,11,11
4420,0,-11
4421,0,0
4430,0,-333
4431,2,-222
4440,0,0
4441,-11,-11
4450,1,1
4451,1,1
4460,0,0
4461,1,2
4470,1,1
4471,-13,-13
4480,1,1
4481,0,0
4490,1,1
4491,1,1
4500,11,10
4501,-13,-13
4510,3,1
4511,1,1
4520,-11,-11
4521,0,0
4530,1,11
4531,4,2
4540,1,1
4541,3,1
4550,1,1
4551,-11,-11
4560,-13,-333
4561,0,-13
4570,1,1
4571,11,10
4580,-11,-11
4581,10,10
4590,0,0
4591,-11,-11
4600,-11,1
4601,-13,-13
4610,-11,1
4611,-11,-11
4620,10,11
4621,10,-333
4630,-11,-11
4631,-11,-11
4640,1,1
4641,2,11
4650,11,10
4651,1,1
4660,1,1
4661,1,2
4670,10,10
4671,1,1
4680,-13,-13
4681,10,10
4690,1,11
4691,0,-11
4700,1,1
4701,0,0
4710,-13,-13
4711,10,10
4720,-11,1
4721,1,1
4730,-11,-11
4731,1,1
4740,0,0
4741,1,1
4750,1,1
4751,2,11
4760,-11,-11
4761,0,1
4770,-11,-11
4771,-11,1
4780,1,10
4781,1,1
4790,-13,-13
4791,-13,-13
4800,11,11
4801,11,2
4810,-13,-13
4811,0,1
4820,0,0
4821,10,10
4830,1,11
4831,-13,-13
4840,3,11
4841,10,10
4850,1,1
4851,1,1
4860,1,1
4861,1,1
4870,2,2
4871,11,11
4880,-13,-13
4881,11,11
4890,-13,-13
4891,0,1
4900,-13,-13
4901,1,1
4910,-13,-13
4911,-13,-13
4920,1,1
4921,-13,-13
4930,1,1
4931,0,0
4940,-11,-11
4941,1,2
4950,-13,-13
4951,11,10
4960,10,10
4961,-11,2
4970,2,11
4971,10,10
4980,-13,-13
4981,0,0
4990,-13,-13
4991,-11,-11
5000,0,0
5001,-11,-11
5010,-11,-11
5011,-11,-11
5020,2,1
5021,-13,-333
5030,-13,-333
5031,1,1
5040,-11,-11
5041,10,10
5050,1,1
5051,2,1
5060,-11,-11
5061,2,1
5070,-11,-11
5071,1,1
5080,12,11
5081,-13,-13
5090,-11,-11
5091,-11,1
5100,2,11
5101,11,10
5110,1,2
5111,-13,-13
5120,11,11
5121,1,1
5130,1,1
5131,1,1
5140,0,1
5141,-13,-13
5150,-13,-13
5151,-13,-13
5160,-11,-11
5161,0,0
5170,1,1
5171,1,1
5180,-11,-11
5181,1,1
5190,1,0
5191,1,1
5200,-11,-11
5201,0,0
5210,-13,-333
5211,1,1
5220,-13,-13
5221,1,1
5230,1,2
5231,-13,-13
5240,-11,-11
5241,1,1
5250,11,11
5251,10,11
5260,10,10
5261,1,-11
5270,10,10
5271,10,10
5280,2,1
5281,11,11
5290,-11,-11
5291,-13,-13
5300,-11,-11
5301,1,1
5310,2,2
5311,1,2
5320,0,0
5321,0,1
5330,10,10
5331,-13,-13
5340,-13,-13
5341,1,1
5350,-11,-11
5351,1,1
5360,1,1
5361,10,10
5370,-13,-13
5371,2,1
5380,2,-222
5381,-13,-13
5390,-13,-13
5391,10,10
5400,-11,-11
5401,-13,-13
5410,-11,-11
5411,1,1
5420,1,1
5421,0,0
5430,10,10
5431,-13,-13
5440,2,2
5441,-11,-11
5450,0,0
5451,1,1
5460,1,2
5461,-13,-13
5470,-13,-13
5471,1,1
5480,-11,-11
5481,1,-333
5490,10,10
5491,-13,-13
5500,-13,-13
5501,1,1
5510,1,1
5511,1,1
5520,10,10
5521,-11,1
5530,11,10
5531,-13,-13
5540,1,1
5541,1,1
5550,10,10
5551,-13,-13
5560,0,0
5561,-13,-13
5570,-13,-13
5571,-13,-13
5580,2,2
5581,1,-333
5590,1,1
5591,11,10
5600,-13,-13
5601,2,1
5610,1,1
5611,1,1
5620,1,1
5621,1,1
5630,1,1
5631,10,10
5640,-13,-13
5641,0,0
5650,-11,-11
5651,-11,-11
5660,-13,-13
5661,-13,-13
5670,-11,-13
5671,10,10
5680,-13,-13
5681,2,1
5690,2,2
5691,-13,-13
5700,1,1
5701,-13,-13
5710,-11,-11
5711,-11,-11
5720,0,0
5721,-11,-11
5730,-13,-13
5731,1,1
5740,-13,-13
5741,1,1
5750,11,10
5751,2,2
5760,-11,-11
5761,-13,-13
5770,-11,-11
5771,-11,-11
5780,2,2
5781,1,1
5790,0,0
5791,-11,-11
5800,10,10
5801,2,1
5810,10,10
5811,2,2
5820,0,0
5821,-11,-11
5830,-13,-13
5831,2,1
5840,-11,-11
5841,4,11
5850,1,1
5851,1,1
5860,-11,-11
5861,-13,-13
5870,11,10
5871,-13,-13
5880,-11,-11
5881,-11,-11
5890,-11,-11
5891,-11,-13
5900,1,1
5901,-11,-11
5910,1,-333
5911,-11,-11
5920,10,10
5921,11,11
5930,10,10
5931,11,10
5940,-13,-13
5941,11,10
5950,1,1
5951,0,1
5960,2,1
5961,10,10
5970,1,1
5971,1,1
5980,1,0
5981,-11,-11
5990,-13,-13
5991,10,10
6000,0,0
6001,-13,-13
6010,-11,-11
6011,-11,-11
6020,0,-11
6021,0,0
6030,0,10
6031,-13,-13
6040,-13,-13
6041,10,10
6050,-13,-13
6051,-13,-13
6060,1,11
6061,-13,-13
6070,0,0
6071,0,0
6080,2,11
6081,-11,-11
6090,-11,-11
6091,1,10
6100,1,2
6101,10,10
6110,11,11
6111,2,11
6120,-11,-11
6121,2,2
6130,0,0
6131,10,10
6140,11,11
6141,-11,-11
6150,-11,-333
6151,1,-333
6160,1,1
6161,-11,-11
6170,1,1
6171,1,1
6180,-11,-11
6181,-11,-11
6190,10,10
6191,1,2
6200,1,1
6201,1,11
6210,10,10
6211,1,1
6220,1,1
6221,1,1
6230,1,1
6231,-11,-11
6240,1,1
6241,-11,-11
6250,-13,-13
6251,1,1
6260,10,10
6261,1,1
6270,11,11
6271,1,1
6280,11,10
6281,-13,-13
6290,-11,-11
6291,1,1
6300,0,0
6301,1,-11
6310,1,1
6311,2,2
6320,10,10
6321,1,1
6330,10,10
6331,2,1
6340,-11,-11
6341,10,10
6350,3,2
6351,10,10
6360,10,10
6361,10,10
6370,1,-333
6371,-11,-11
6380,0,0
6381,-13,1
6390,1,1
6391,0,1
6400,-11,-11
6401,11,10
6410,0,11
6411,2,1
6420,-13,-13
6421,2,1
6430,1,1
6431,1,1
6440,10,10
6441,1,1
6450,-13,-13
6451,-13,-13
6460,1,1
6461,1,1
6470,-13,-13
6471,0,0
6480,0,10
6481,10,1
6490,1,11
6491,1,1
6500,2,1
6501,1,1
6510,-11,-11
6511,1,2
6520,10,10
6521,1,1
6530,11,11
6531,-13,-13
6540,1,1
6541,0,0
6550,3,1
6551,1,1
6560,1,1
6561,1,1
6570,-11,-11
6571,-11,-11
6580,11,10
6581,1,1
6590,2,1
6591,2,1
6600,1,1
6601,-11,-11
6610,1,1
6611,2,2
6620,1,1
6621,0,0
6630,-11,-11
6631,11,10
6640,1,1
6641,1,1
6650,3,2
6651,1,1
6660,-13,-13
6661,10,10
6670,1,1
6671,-11,-11
6680,1,1
6681,0,0
6690,-13,-13
6691,1,1
6700,-13,-13
6701,-13,-13
6710,0,0
6711,2,1
6720,1,-11
6721,-13,-13
6730,1,1
6731,1,1
6740,1,1
6741,-11,-11
6750,1,1
6751,-11,-11
6760,-13,-13
6761,-11,-11
6770,-11,-11
6771,0,0
6780,2,1
6781,2,2
6790,10,10
6791,-11,-11
6800,2,2
6801,2,2
6810,-11,-11
6811,1,1
6820,-13,-11
6821,-11,-222
6830,10,10
6831,-11,-11
6840,0,-333
6841,1,1
6850,0,0
6851,0,0
6860,-11,-11
6861,1,1
6870,1,11
6871,2,2
6880,2,11
6881,3,2
6890,-13,-13
6891,1,10
6900,-13,-13
6901,3,2
6910,-11,-11
6911,10,1
6920,0,0
6921,1,1
6930,1,1
6931,11,11
6940,1,1
6941,1,2
6950,-11,-11
6951,1,1
6960,0,0
6961,-11,-11
6970,-13,-13
6971,0,0
6980,-13,-13
6981,-11,-11
6990,1,1
6991,0,0
7000,-11,-11
7001,-11,-11
7010,2,1
7011,0,0
7020,1,2
7021,1,1
7030,-11,-11
7031,1,1
7040,1,1
7041,-11,-11
7050,11,10
7051,10,10
7060,10,10
7061,2,2
7070,10,10
7071,-13,-13
7080,0,0
7081,-13,-13
7090,1,1
7091,0,0
7100,1,10
7101,1,1
7110,1,1
7111,-13,-13
7120,0,0
7121,-11,-11
7130,1,1
7131,1,1
7140,2,1
7141,-11,-11
7150,1,1
7151,1,1
7160,-13,-13
7161,1,1
7170,2,2
7171,-11,1
7180,-13,-13
7181,-13,-13
7190,-13,-13
7191,1,1
7200,0,0
7201,-13,-13
7210,2,1
7211,0,10
7220,-13,-13
7221,0,0
7230,-11,-11
7231,1,1
7240,1,1
7241,-13,-13
7250,2,2
7251,1,1
7260,-11,-333
7261,-13,-13
7270,2,1
7271,-13,-13
7280,10,10
7281,-11,-11
7290,11,10
7291,1,1
7300,-11,-11
7301,1,1
7310,-13,-13
7311,-11,-11
7320,-13,-13
7321,0,0
7330,-11,-11
7331,11,2
7340,10,10
7341,-11,-11
7350,-13,-13
7351,1,1
7360,1,1
7361,-13,-13
7370,-11,-11
7371,2,1
7380,1,1
7381,1,2
7390,2,2
7391,2,11
7400,2,1
7401,-13,-13
7410,2,1
7411,-11,-11
7420,2,2
7421,1,1
7430,10,10
7431,-11,-11
7440,-11,-11
7441,-11,-11
7450,1,1
7451,-11,-11
7460,-11,-11
7461,-13,-13
7470,0,-11
7471,1,11
7480,1,1
7481,11,11
7490,1,0
7491,-13,-13
7500,-11,-11
7501,1,1
7510,1,1
7511,0,0
7520,-13,-13
7521,-11,1
7530,2,1
7531,0,0
7540,-13,-13
7541,10,10
7550,1,1
7551,-13,-13
7560,-13,-13
7561,-13,-13
7570,1,1
7571,0,0
7580,11,10
7581,0,1
7590,12,11
7591,-11,-11
7600,-13,-13
7601,-13,-13
7610,0,0
7611,-11,-11
7620,-13,-13
7621,1,1
7630,-11,-11
7631,-11,-11
7640,0,0
7641,-11,-11
7650,-13,-13
7651,0,0
7660,10,10
7661,0,0
7670,-13,-13
7671,-11,-11
7680,11,11
7681,1,1
7690,0,0
7691,1,1
7700,-11,-11
7701,-11,-11
7710,1,1
7711,-11,-11
7720,0,10
7721,-11,-11
7730,1,1
7731,1,1
7740,-11,-11
7741,-11,-11
7750,10,10
7751,-11,-11
7760,1,1
7761,-11,-11
7770,-13,-13
7771,10,10
7780,0,0
7781,-13,-13
7790,10,11
7791,3,2
7800,1,1
7801,2,1
7810,-13,-13
7811,-11,-11
7820,-13,-13
7821,1,1
7830,10,10
7831,10,10
7840,10,10
7841,0,0
7850,-13,-13
7851,10,11
7860,-11,-11
7861,-11,-11
7870,-13,-13
7871,2,1
7880,1,1
7881,-11,-11
7890,-13,-13
7891,2,11
7900,-13,-13
7901,-13,-13
7910,1,0
7911,2,2
7920,1,1
7921,1,1
7930,10,10
7931,-13,1
7940,10,10
7941,1,1
7950,2,2
7951,1,1
7960,0,0
7961,-13,1
7970,1,1
7971,1,1
7980,-13,-13
7981,-11,-11
7990,1,1
7991,-11,-11
8000,-13,-13
8001,10,11
8010,-13,-13
8011,1,1
8020,10,11
8021,-13,-333
8030,1,1
8031,0,0
8040,-13,-13
8041,1,1
8050,1,1
8051,-13,-13
8060,-11,-11
8061,1,10
8070,1,1
8071,2,-333
8080,0,10
8081,1,1
8090,0,0
8091,-13,-13
8100,-11,-11
8101,10,10
8110,-11,-11
8111,1,1
8120,2,2
8121,10,10
8130,-11,-11
8131,-13,-13
8140,1,1
8141,11,10
8150,-11,-11
8151,2,1
8160,-13,-13
8161,-11,-11
8170,1,1
8171,1,1
8180,-13,-13
8181,1,1
8190,2,1
8191,10,10
8200,-13,-13
8201,-11,-11
8210,10,10
8211,1,1
8220,1,1
8221,-11,-11
8230,-13,-13
8231,11,11
8240,1,10
8241,-11,-13
8250,2,1
8251,10,10
8260,1,1
8261,-11,-11
8270,1,-11
8271,0,-11
8280,1,11
8281,1,-222
8290,10,10
8291,1,1
8300,1,1
8301,1,1
8310,1,1
8311,11,11
8320,0,0
8321,-11,-11
8330,-11,-11
8331,0,0
8340,2,1
8341,10,11
8350,2,2
8351,-11,-11
8360,-13,-13
8361,0,0
8370,1,1
8371,1,1
8380,1,1
8381,1,2
8390,10,10
8391,1,1
8400,2,1
8401,0,1
8410,0,0
8411,1,10
8420,1,1
8421,11,11
8430,1,1
8431,1,1
8440,-13,-13
8441,1,1
8450,2,2
8451,10,10
8460,10,10
8461,-13,-13
8470,0,0
8471,1,2
8480,-13,-13
8481,-13,-13
8490,0,10
8491,1,1
8500,2,1
8501,1,1
8510,2,2
8511,-13,-13
8520,10,11
8521,1,10
8530,2,1
8531,0,0
8540,11,11
8541,2,2
8550,1,10
8551,1,1
8560,1,11
8561,1,1
8570,1,1
8571,10,10
8580,2,10
8581,1,1
8590,-13,-13
8591,1,1
8600,1,1
8601,-13,-13
8610,0,0
8611,1,2
8620,-13,-13
8621,-11,-11
8630,0,0
8631,-11,-11
8640,1,-11
8641,1,1
8650,-11,-11
8651,1,2
8660,-13,-13
8661,-11,-11
8670,-13,-13
8671,1,1
8680,2,2
8681,1,1
8690,1,1
8691,1,-11
8700,0,0
8701,1,1
8710,1,1
8711,2,2
8720,1,1
8721,0,0
8730,1,1
8731,-11,-11
8740,2,11
8741,1,1
8750,-13,-13
8751,-11,-11
8760,-13,-13
8761,0,0
8770,1,1
8771,-11,-11
8780,0,0
8781,-13,-13
8790,1,1
8791,1,1
8800,10,10
8801,1,1
8810,-11,-11
8811,-13,-13
8820,10,10
8821,1,1
8830,2,11
8831,-13,-13
8840,10,10
8841,1,1
8850,11,11
8851,1,1
8860,10,10
8861,-11,-11
8870,1,1
8871,2,1
8880,-13,-13
8881,-13,-13
8890,-11,1
8891,1,1
8900,11,11
8901,-13,-13
8910,-11,-11
8911,-11,-11
8920,11,11
8921,-13,-13
8930,-11,-11
8931,1,1
8940,2,11
8941,2,1
8950,10,10
8951,2,1
8960,-11,-11
8961,1,1
8970,10,1
8971,1,1
8980,2,2
8981,-13,-13
8990,2,1
8991,0,0
9000,-13,-13
9001,1,1
9010,10,10
9011,2,1
9020,11,11
9021,-13,-13
9030,-1,10
9031,-13,-13
9040,10,10
9041,1,1
9050,-13,-13
9051,1,1
9060,1,1
9061,-13,-13
9070,-11,-11
9071,11,10
9080,-11,-11
9081,2,1
9090,1,0
9091,-13,-13
9100,1,1
9101,1,1
9110,-11,-11
9111,-11,-11
9120,1,1
9121,-11,-11
9130,10,10
9131,-11,-11
9140,-13,-13
9141,-13,-13
9150,10,10
9151,1,1
9160,-11,-11
9161,-13,-13
9170,2,2
9171,1,1
9180,-13,-13
